GENE	RA
PET100	0.10327
CFAP161	0.10329
PCNT	0.10338
MCC	0.10344
PF4	0.10345
NUP98	0.10348
OR52E4	0.10354
WEE1	0.10354
SLC43A1	0.1036
LSM14B	0.10364
KANK3	0.10366
DNAH1	0.10368
ZNF567	0.10376
PCIF1	0.10387
PRELID3B	0.10387
ACSL3	0.10389
SPRR2F	0.10392
LYPD2	0.10395
IFT122	0.10399
RNF114	0.10401
C9orf24	0.1041
IMPA2	0.10415
SAMD4A	0.10419
DCC	0.10429
ACYP2	0.10436
SAFB2	0.10445
UBE2Q2	0.10452
DNAJC21	0.1046
RASA3	0.10462
JAKMIP1	0.10468
ZNF85	0.1047
ENOX1	0.10475
KLHL25	0.10478
TUBB	0.10483
LTF	0.10486
URAD	0.10487
MAMDC4	0.10506
GATAD2B	0.1051
C19orf12	0.10515
CTIF	0.10519
C16orf96	0.10528
SPATA45	0.10532
PAQR7	0.10541
C17orf53	0.10542
TEKT5	0.10559
ONECUT3	0.10565
DCAF4L1	0.10572
EXOSC6	0.10578
CYB5R1	0.10583
FAM177B	0.10583
PRELID3A	0.10585
ZNF497	0.10596
BRDT	0.10597
PDE1A	0.10606
PDPR	0.10608
PRL	0.10631
CORO1C	0.10644
GRTP1	0.10646
BANF1	0.10648
SNW1	0.10652
ITM2B	0.10659
ATP13A4	0.1066
EXOSC8	0.10663
UBXN4	0.10664
ZMIZ1	0.10668
CAPN11	0.10678
PARP10	0.1068
SCUBE3	0.10685
HPCAL1	0.10692
CER1	0.10692
DAGLB	0.10694
CDH26	0.10697
OXSM	0.10702
FOXI2	0.10712
KDM1A	0.10715
BHLHA9	0.10715
MS4A15	0.10716
RBMS2	0.10727
ADAM29	0.10734
RSPH3	0.10744
GPR87	0.10748
DYNC2H1	0.10751
MCM3	0.10753
SAC3D1	0.10753
RASA4B	0.10762
PTCRA	0.10768
H3F3C	0.10772
OR8D1	0.10773
CD86	0.10788
KLF7	0.10789
MTA2	0.10796
CTTN	0.10803
AUTS2	0.10807
GLB1L3	0.1081
ERC2	0.10817
NR1H4	0.10819
HBP1	0.10821
CRTC2	0.10829
FAM3D	0.10852
LINS1	0.10852
COX6B1	0.10853
EIF1AD	0.10855
TRMT1L	0.10859
SHISAL2A	0.10867
LDHA	0.10867
JPT1	0.10867
KLHL42	0.1087
RUSC1-AS1	0.10871
RPS24	0.10873
DHX57	0.10876
MBOAT7	0.10876
RNF113B	0.10877
DEFB124	0.10879
PHLPP1	0.1088
PWP2	0.10888
SAFB	0.1089
SYT11	0.1091
MOK	0.10911
CXCL14	0.10913
OR1J2	0.1092
H6PD	0.10928
PLTP	0.10933
DCDC2	0.10937
PPP1R13B	0.10947
ZNF519	0.10965
RFNG	0.10974
DNAJC15	0.10975
EPB41L3	0.10978
GMCL1	0.1098
ADORA2A	0.10981
OR1J4	0.10984
PYCR3	0.10985
C2orf50	0.10991
PIGV	0.10993
CYTL1	0.10993
ABCC11	0.10995
SPCS1	0.11008
CWF19L2	0.1101
PEPD	0.11016
RP1L1	0.11019
FERMT1	0.1102
KRT20	0.11021
CCDC63	0.11024
CHI3L1	0.11026
ZNF816	0.11026
VPS26A	0.1103
ARHGAP15	0.11034
SGCB	0.11037
RTN4RL2	0.11041
IQCA1L	0.11051
WNT7A	0.11055
CYB561D1	0.11057
GINM1	0.11063
DUOX1	0.11063
LYPD1	0.11064
SNAP91	0.11066
ADAM10	0.11076
STK11IP	0.1108
TXNDC5	0.11081
DHCR24	0.11087
FOXJ2	0.11088
PHC3	0.11092
DDX54	0.11092
ALDH16A1	0.11098
PDE6D	0.111
KCNK18	0.11112
CYP2R1	0.11112
PKP1	0.11113
NUP43	0.11127
LRWD1	0.11131
SLC37A4	0.11137
RXYLT1	0.1114
DHRS7B	0.11145
CCDC148	0.11149
HDAC11	0.11149
RNF145	0.11152
SLC32A1	0.11152
LY86	0.11154
TCAF2	0.1117
ZNF814	0.1117
DUSP15	0.1117
TMEM179	0.11178
OR10P1	0.11186
CELSR3	0.11187
ZNF276	0.11188
CDC45	0.11188
PCDHA4	0.11194
INSC	0.11194
TMEM35B	0.11197
KDM4A	0.11203
ICE1	0.11211
TMEM128	0.11221
C11orf86	0.11225
WRAP73	0.11235
TRUB1	0.11245
ANGPTL4	0.11248
NKX1-2	0.11258
HSD17B4	0.11265
NCAPH	0.11274
GALP	0.1128
ZNF462	0.11281
IER2	0.11281
SLC45A2	0.11283
PI16	0.11283
ZNF70	0.11286
SYNCRIP	0.11289
ITIH1	0.1129
MN1	0.1129
EXOC4	0.11316
EFCAB8	0.11319
C1orf210	0.1132
C19orf84	0.1132
PCMT1	0.11324
EPB41L2	0.11328
YBX2	0.11328
SLC1A7	0.11329
SAMD12	0.11331
CLEC4E	0.11331
RTN4RL1	0.11331
EVA1A	0.11338
SLC14A1	0.11345
TOB1	0.11346
THRA	0.11348
ST8SIA5	0.1135
CXCL2	0.11352
APBA1	0.11361
PCDHA3	0.11364
SFRP5	0.11369
PLEKHS1	0.1137
F11R	0.11376
AP3B2	0.11376
UQCC3	0.11377
THEM5	0.11387
COX6C	0.11389
UBE3A	0.11392
APOBEC3G	0.11396
MRM2	0.11397
UCP1	0.11398
TMEM59L	0.11399
FLYWCH1	0.11402
CHD9	0.11404
FGF4	0.11406
CBARP	0.11406
ZNF107	0.11415
PSME1	0.11425
CIRBP	0.11433
ZNF211	0.11442
PTPN3	0.11449
DDX60L	0.1145
DDI2	0.11462
SMCR8	0.1147
GALNT3	0.11485
SLFN12	0.1149
LMAN2L	0.11493
PROS1	0.11495
PRDM15	0.11496
HSF5	0.11498
KIF1BP	0.11502
UNK	0.11502
COCH	0.11512
BRIX1	0.11516
TEX12	0.11516
GAMT	0.11526
CDH23	0.11528
DNALI1	0.11534
TSPAN1	0.11539
POFUT1	0.11555
ZNF443	0.11567
BMP4	0.11576
PCDHA1	0.11579
IRF3	0.11584
NLGN1	0.11588
AGO3	0.11596
PRMT3	0.11605
SF3A3	0.1163
UBALD2	0.11634
FITM2	0.1164
TRAPPC10	0.11642
OR10G7	0.11644
EXOSC2	0.11645
FIBP	0.11647
GDF5	0.11649
OSBPL10	0.11652
IFI44	0.11655
PIWIL1	0.11662
COA3	0.11665
ZBTB25	0.11681
TMEM140	0.11685
OR52L1	0.11687
PCDHA2	0.11689
DNAJC10	0.11694
GET4	0.11698
THBS1	0.11701
ZNF583	0.11706
TAL2	0.11707
PNRC2	0.11711
EID1	0.11714
GRINA	0.1172
SLC25A18	0.11737
LIM2	0.11741
EXOSC1	0.11747
C10orf55	0.11756
ISG15	0.11759
NEIL3	0.1176
ZNF667	0.11766
SLC16A6	0.11767
REM1	0.11769
CACNG8	0.11772
SLC25A12	0.11773
SERINC3	0.11774
SAMHD1	0.11776
TPM3	0.11779
GRSF1	0.11781
LHX2	0.11803
TSGA10	0.11804
CLLU1OS	0.11815
TAC1	0.11818
ADK	0.11824
ANKFN1	0.11835
NELFA	0.11841
SLC29A4	0.11843
APOA1	0.11846
CXCR5	0.11856
GNGT1	0.11858
SMC5	0.11861
TMEM70	0.11863
SLC44A3	0.11876
SNRNP200	0.11885
PTPRT	0.11895
SFMBT2	0.11906
LY6H	0.11907
CASC10	0.11908
CCNE2	0.11921
CFHR1	0.1193
SEL1L2	0.11931
BHMT	0.11958
GAL3ST4	0.1196
XCR1	0.11964
ZNF35	0.11972
IDH3A	0.11977
KCNH4	0.11979
PARP9	0.1198
GAD2	0.11985
CHML	0.11989
IGFBP4	0.11989
CLEC16A	0.12
MYORG	0.12004
BATF3	0.12005
TDRD7	0.12012
PRSS42	0.12016
RSPH1	0.12025
PRSS56	0.12027
MYEOV	0.12032
TRPV3	0.12042
SLC22A25	0.12056
ADCK1	0.12057
ZNF34	0.12058
UBE2K	0.12064
SYMPK	0.12066
RBMS3	0.12067
CACNA1C	0.12081
MALSU1	0.12094
ECI1	0.12098
SYPL2	0.12102
ELK3	0.12104
DNAJB7	0.12109
CAVIN1	0.1211
C2CD4A	0.12124
TMEM107	0.12124
EEF2KMT	0.12131
TNFRSF9	0.12137
GSE1	0.12144
ARHGEF19	0.12152
SYPL1	0.12152
CCDC150	0.12159
HBZ	0.1216
ATPAF1	0.12161
ACSBG1	0.12167
ELMOD3	0.12173
ATP5F1C	0.12185
TRHDE	0.12185
PGAM4	0.12187
VPS26B	0.12188
CD163L1	0.12189
NLE1	0.1219
HNRNPA1L2	0.12192
CPZ	0.12203
KCNK4	0.12205
CDC20	0.12214
FOCAD	0.12215
SHC4	0.12223
RAI14	0.12228
EPB41L1	0.1223
PHF13	0.12233
PDE3B	0.12248
ABCA2	0.12261
TPMT	0.12262
NKD1	0.12266
CALD1	0.12278
TMEM141	0.12281
CREBL2	0.12282
CACNA1G	0.12294
GADD45GIP1	0.12294
FGFR2	0.12296
POLR3GL	0.12307
PSMG1	0.1231
COL1A2	0.12311
CAPN12	0.12315
ZNF728	0.12322
KLK12	0.1233
FRS2	0.12334
ARRDC2	0.12334
NDEL1	0.1234
ILF2	0.12342
TIFA	0.12349
PLA2G2E	0.12355
HPDL	0.1236
RNLS	0.12366
S100B	0.12366
PGBD2	0.12367
MEAF6	0.12369
USP40	0.12371
COA7	0.12372
DNA2	0.12381
ZNF771	0.12388
CS	0.12397
PRR18	0.124
ACER1	0.12404
SBSN	0.12415
KRTAP2-4	0.12416
MAP2K5	0.12446
NYAP1	0.12449
MYADML2	0.12454
CRISPLD2	0.12457
CEMIP2	0.12466
UBE2G1	0.12481
GLTPD2	0.12482
MXRA8	0.12487
HES4	0.12492
TRIM69	0.12499
SERPINE1	0.12501
HBQ1	0.12501
BORCS8	0.1251
ANKRD6	0.12511
C17orf97	0.12511
SDF4	0.1253
XPNPEP3	0.12557
CALML3	0.12559
FAHD2A	0.1256
ITPRIPL1	0.1256
CNN3	0.12563
LUZP1	0.12569
CNGA3	0.12592
VNN2	0.12593
SMIM7	0.12601
SERPING1	0.12605
TAS2R31	0.12612
ASPG	0.12622
PCDHAC1	0.12631
RPS6KL1	0.12635
THEMIS2	0.12648
CAPZA1	0.12658
EPHA5	0.12662
SMIM19	0.12662
TMEM252	0.12662
SBSPON	0.12666
CADM3	0.12668
GPR55	0.12676
SLC22A16	0.12676
ZNF138	0.12682
WDR60	0.12689
SHTN1	0.12691
DDB2	0.12693
TOR1AIP2	0.12709
GTF2F1	0.1271
NR1D1	0.12714
ETV1	0.12718
CDK15	0.12726
ITGBL1	0.12733
NOL4L	0.12737
C4orf33	0.12747
PLEKHA8	0.12748
UPF3A	0.1275
SYT5	0.12751
C2orf88	0.12752
OR4C3	0.12757
STK10	0.12769
RPL26	0.12769
CMTM8	0.1277
ALAS1	0.12773
XRRA1	0.1278
IFNL2	0.12782
CRISP2	0.12784
OBSL1	0.12785
EPB41L4B	0.12785
UTP6	0.12785
DHX29	0.12793
COQ4	0.12793
FGL2	0.12794
CRLS1	0.12802
NT5E	0.12807
EBF2	0.1281
PARP15	0.12813
TMPRSS11E	0.12818
WDR72	0.12821
SLX1A	0.12826
SULT1A3	0.12826
EXOG	0.12836
DENND4B	0.1284
FAM153B	0.12848
COL18A1	0.12848
DEFB113	0.12865
TCF23	0.12867
TRPC4	0.12884
PRPF38A	0.12887
AP2B1	0.12907
ZNF622	0.12912
PI15	0.12913
TTC30B	0.12919
FAM234B	0.12919
NPBWR2	0.1292
TRIO	0.12926
ADAM7	0.12927
BECN2	0.12932
COQ6	0.12943
CDC37L1	0.12949
NCKAP1L	0.12957
CD48	0.12969
MGAT4A	0.12969
OR1J1	0.1297
RAPGEF3	0.12972
ESR2	0.12984
TEKT1	0.1299
STXBP4	0.12993
HYDIN	0.13004
DYNAP	0.13009
MYL9	0.1301
OR8D4	0.13014
RTRAF	0.13014
MSGN1	0.13015
SAMD13	0.13016
LHX4	0.13018
GLYCTK	0.13024
MSH4	0.13031
RPS20	0.13034
PPP1R8	0.13035
FMN2	0.1304
CST3	0.13041
SERPINI2	0.1305
GSTM1	0.13053
ACHE	0.13054
DDX19A	0.13055
ZNF76	0.13064
CHMP6	0.13066
SLC7A10	0.13066
DAGLA	0.13073
CHTOP	0.13074
TATDN3	0.13074
PRKCI	0.13085
PRLHR	0.13087
MS4A13	0.13091
PDXDC1	0.13092
OR2G2	0.13101
GLT8D1	0.13102
BIRC6	0.13103
AMZ2	0.13127
SNX14	0.13129
NSG1	0.13131
USP43	0.13135
C1QTNF7	0.13142
DOK4	0.13148
ZXDC	0.13154
UBLCP1	0.13155
ONECUT2	0.1317
TAS2R14	0.13173
CCDC33	0.1318
HBB	0.13184
BNIP1	0.13187
RPLP1	0.13191
CCT8L2	0.13191
C2orf16	0.13193
ADAR	0.13196
GFM2	0.13196
ADCY2	0.13199
RYR1	0.13205
ADM	0.13209
TXNDC15	0.13214
LATS1	0.13215
ZNF683	0.13217
CHST15	0.13219
HBS1L	0.13224
IL15	0.13227
ATP1B3	0.13229
KCNT2	0.1324
EML6	0.1324
AHSG	0.1324
NUPL2	0.13246
GNL3	0.13255
GOLGA8B	0.13256
TRUB2	0.13261
VWF	0.13261
S100A14	0.13265
KIAA0319L	0.13273
LMF1	0.13273
PP2D1	0.13276
RBM12B	0.13281
ABCC6	0.13282
ADAMTS2	0.13283
EZH2	0.13287
SCAMP1	0.13288
STEAP3	0.1329
SPRR2A	0.13297
STK32A	0.13302
RFX1	0.13302
ZNF334	0.13303
RDH10	0.13306
ADAM33	0.13308
DNM1	0.13314
TRAPPC2L	0.13314
EIF4H	0.13321
NAT14	0.13322
DMXL1	0.13323
TIMM10	0.13327
AGPAT3	0.13344
ZNF585B	0.13346
MCM2	0.13347
HAPLN3	0.13363
RPS11	0.13369
ZNF469	0.13377
C14orf180	0.13385
PCOLCE	0.13392
THAP12	0.13392
KATNA1	0.1341
FILIP1	0.13411
CNOT3	0.13422
ADAP2	0.13423
PINK1	0.13425
PTGR1	0.13431
WIPF3	0.13437
LAYN	0.13437
EMP1	0.1344
QPRT	0.13445
MYOC	0.13451
PQLC2	0.13469
NSD1	0.13471
YPEL3	0.13471
UQCR11	0.13471
ARL10	0.13472
RNF169	0.13472
PTPN23	0.13478
HTR3A	0.13479
RPP30	0.13485
SMLR1	0.13498
MTAP	0.13509
SLMAP	0.13517
EPDR1	0.13518
HIPK3	0.13518
PHLDA1	0.13518
GPR150	0.13519
ITFG2	0.13523
MASP1	0.13528
ZFR	0.13528
DEFB129	0.13537
ASB16	0.13538
NDUFA10	0.13547
KHK	0.13553
SYCP3	0.1356
TIA1	0.13564
KMO	0.13565
VSTM2A	0.13566
RAB39A	0.13568
DGKA	0.13568
LINGO1	0.13568
IFI30	0.13575
C6orf62	0.13576
CDA	0.13588
TMC4	0.13589
CACHD1	0.13594
GFI1B	0.136
ABCA4	0.13602
TUT1	0.13611
TAS2R50	0.13612
IL20RB	0.13624
LRRC66	0.13627
PCBD2	0.13644
ENO4	0.13659
INTS8	0.13661
KCNJ13	0.13666
GOLGA6A	0.13669
NUP155	0.1367
TOX2	0.1367
EFNA1	0.13691
NTN3	0.13693
PRSS27	0.13717
TYW1B	0.13729
CHST1	0.13732
JMY	0.13734
N4BP2L1	0.13739
ITSN1	0.13748
ACBD6	0.13758
UROD	0.1376
OR13C3	0.13768
ENPP1	0.13769
UEVLD	0.13783
ZNRF4	0.13793
MFSD6L	0.13796
IFNA7	0.13799
ZNF483	0.138
C1orf74	0.13808
PAWR	0.13809
ZNF529	0.1381
OR6B3	0.13815
EPHA2	0.13818
KCNN2	0.13821
CLEC20A	0.13825
BEST2	0.13843
ARIH1	0.13846
CNTN5	0.13861
C5orf38	0.13863
IMPDH2	0.13868
PLXDC2	0.13875
CFHR5	0.13885
SCGB1D4	0.13888
RTP2	0.13891
COL7A1	0.13893
SORCS1	0.13902
SLC48A1	0.13904
FAM155A	0.13904
HYI	0.13911
ENO3	0.13917
DDX46	0.13919
CYP26C1	0.1392
ANKAR	0.13927
ENTPD3	0.1393
POC1A	0.13936
DCAF15	0.13961
CYP1B1	0.13969
COX18	0.13976
ST6GALNAC3	0.13987
KBTBD3	0.13993
EMC9	0.13999
TNFSF14	0.14012
DENR	0.14014
CSNK1G2	0.14014
SEC23B	0.14017
VPS9D1	0.1402
MUC15	0.14022
AHSP	0.14024
UGP2	0.14028
CDKN2A	0.14034
KCNJ16	0.14035
PCDHB4	0.14036
MRGPRE	0.14037
ARHGEF10L	0.14041
GLB1L2	0.14041
SKIDA1	0.14057
KAT6A	0.14059
ST8SIA6	0.1407
RACK1	0.14071
CLDN25	0.14071
ZNF175	0.14073
PSMA1	0.14078
TLDC2	0.14085
CTNNA2	0.14088
ARL5A	0.14088
PACSIN3	0.14088
AHCYL2	0.14094
GLP1R	0.14104
UBA6	0.1411
MSRB3	0.14112
UTP11	0.14117
NELFCD	0.14121
ST7L	0.14129
OR8A1	0.14133
NIPA2	0.14135
VAPB	0.14138
BCL9L	0.14142
ISPD	0.14146
SDR39U1	0.1415
GALNT1	0.14165
CALCB	0.1417
LAMTOR3	0.14174
LGALSL	0.14185
GPR26	0.14186
LY96	0.14193
PRPF31	0.14209
TM4SF5	0.14211
MNAT1	0.14222
VIT	0.14223
LRPPRC	0.14225
UPK1A	0.14236
MEPCE	0.14237
NT5C2	0.1424
MLH1	0.14263
RALGPS2	0.14273
MUC5AC	0.14277
SNX9	0.14289
STXBP5L	0.14294
AGPAT5	0.14295
SPATA7	0.14296
SHLD1	0.14296
SCEL	0.14303
CATSPER4	0.14305
KRTAP10-8	0.14309
ELOVL1	0.14313
NOP14	0.14313
ABL1	0.14315
HMCES	0.14324
CYP39A1	0.14326
LAMA2	0.14326
VDAC1	0.14328
CRB1	0.14332
RIPOR3	0.14334
ZIC1	0.14338
C11orf49	0.14347
CCDC102A	0.1435
CDC42	0.14352
C3orf56	0.14353
GK5	0.14358
SLCO2B1	0.1436
ZNF431	0.14363
ERICH6	0.14371
LRRTM3	0.14378
CCDC9B	0.1438
TRIM24	0.14392
SPRR1A	0.14414
PLAU	0.1442
RPL7A	0.14422
RHO	0.14423
OR10J5	0.14424
THOC3	0.14424
DEFA5	0.14424
IGHA2	0.14424
RNF135	0.14427
OR10J1	0.1443
COLQ	0.14437
ZNF596	0.14446
NOCT	0.14449
FCER1A	0.1445
UGGT2	0.1445
NUCB2	0.14451
TLX1	0.14453
FOXC1	0.14462
LRRC20	0.14478
HMBS	0.14478
CLCA4	0.1448
SEMG2	0.14486
ALG8	0.14491
DDX24	0.14501
DCXR	0.14504
CEP250	0.14506
AHCY	0.14509
CNOT6L	0.14522
RIT2	0.14522
FSTL3	0.14526
C3orf79	0.14538
CPM	0.14541
SFTPA1	0.14552
RFX7	0.14554
MUCL1	0.14555
FSIP1	0.14561
PRDM4	0.14569
PITPNC1	0.1458
NTSR2	0.14586
RTL10	0.14587
TMEM8B	0.1459
C9orf40	0.1459
SCAPER	0.14596
PSG6	0.14597
SRRT	0.14601
KATNAL1	0.14604
BBS10	0.14608
EPHB4	0.1461
DPYSL4	0.14615
PDE12	0.14616
CFAP43	0.1462
INSL5	0.14626
ZNF169	0.14627
BMF	0.14627
WFDC2	0.14627
SH3GL1	0.14639
SLC39A1	0.1464
CLEC2D	0.1464
ALYREF	0.14645
C12orf71	0.14646
GJB3	0.1465
CCL20	0.1465
TGIF1	0.14659
NDUFAF3	0.14671
PRDX2	0.14676
NGRN	0.14679
GOLGA6L9	0.1468
GHSR	0.14688
ABCA1	0.14688
PSME4	0.14689
KANSL3	0.14689
TUBA8	0.14691
CCNG2	0.147
ACVR1	0.14705
TSPAN2	0.14719
COPG1	0.14724
FBXL19	0.14726
SMIM5	0.14738
SYK	0.14742
OR5B17	0.14742
GPBAR1	0.14766
SIPA1L3	0.14772
VTCN1	0.14788
VEZF1	0.14788
ZFP42	0.14789
GTF2B	0.1479
AIFM2	0.1479
ATP5S	0.1479
IQCF3	0.14792
C1orf43	0.14799
TMEM168	0.14803
RPIA	0.14805
UGT3A2	0.14805
WNT16	0.14805
TAS2R20	0.14807
DMWD	0.14828
FGFBP1	0.14832
TSSK2	0.14844
RPS5	0.14845
MAP3K7CL	0.14848
TRIM42	0.14851
CD83	0.14857
FAM89B	0.14867
POU2F3	0.14867
IRF6	0.14869
FGF14	0.14895
TCP11L1	0.149
OR5H14	0.14904
STAC2	0.14908
ANP32B	0.14917
STX1B	0.14917
TMEM135	0.14927
PSMD3	0.14927
KRT28	0.1495
EDN2	0.14954
NPHS1	0.14966
SNX15	0.14967
PPIA	0.14978
WDR20	0.14978
H3F3B	0.14987
CBY3	0.15018
GPR108	0.15043
RNF34	0.15049
PPL	0.15051
LATS2	0.15056
EPN2	0.15057
FAM210A	0.15061
RPL36	0.15065
TCTEX1D4	0.15067
ZCWPW1	0.15069
C1orf109	0.1507
GRN	0.15073
LPXN	0.15078
NFATC3	0.15083
XYLB	0.15091
RASGRP4	0.15092
PRKAG2	0.15093
CHRNA4	0.15102
ASS1	0.15104
LYZL4	0.15107
SFRP4	0.1511
OR4X2	0.15117
OR5M8	0.15119
ALG14	0.1512
C4BPB	0.15127
GPIHBP1	0.15129
C4BPA	0.1513
CRYGN	0.15137
IFITM2	0.15142
HAS3	0.1515
ASPRV1	0.15151
SCN4B	0.15151
C1QTNF8	0.15154
GNS	0.15156
XBP1	0.15161
SIRT5	0.15164
TUBA3D	0.15166
FAHD2B	0.15169
TRAF7	0.15169
RASGRP3	0.1517
NCKAP5L	0.15183
AGO1	0.15193
IL18	0.15203
CNBP	0.15204
TMEM127	0.15222
MAPK13	0.15232
MGAT4C	0.15234
MT2A	0.15236
ZNF256	0.15238
KCNJ11	0.15244
THBS3	0.15245
ADAMTSL4	0.15252
THG1L	0.15253
KAT14	0.15254
MRI1	0.15255
ZACN	0.15259
STMN1	0.15261
UVRAG	0.15262
ABCB6	0.15267
PRUNE1	0.15272
BLVRA	0.15275
CEP19	0.15276
TMEM219	0.15281
FBXO22	0.15282
CUEDC1	0.15284
ANXA6	0.15287
LRRC19	0.15287
SIMC1	0.15297
SPAG8	0.15302
HPSE	0.15315
UGT3A1	0.15319
CHPT1	0.15324
LRRC63	0.15333
OLIG1	0.15334
TCN1	0.15336
ZNF710	0.1534
GOLGA2	0.15341
TECPR2	0.15343
DNAJC5B	0.15347
PLXNB2	0.15354
SMARCA4	0.15357
EDEM1	0.1536
IFNLR1	0.15364
ZBTB48	0.15369
EPM2AIP1	0.15378
GRXCR1	0.15379
CCDC74B	0.1538
OR10G8	0.15399
LANCL1	0.154
CRX	0.15403
TYRO3	0.15408
CYP24A1	0.1541
CEACAM18	0.15412
EDIL3	0.15422
CSF3	0.15434
TIMM29	0.15436
PROK2	0.15439
ZNF623	0.15439
EBLN2	0.1544
CATSPERB	0.1544
OR1S1	0.15449
SSFA2	0.1545
DEFB121	0.15464
RPL36AL	0.15466
FSD2	0.15466
COL28A1	0.15506
HOOK2	0.15506
KRTAP19-8	0.15506
LIPK	0.15513
SZRD1	0.15514
C9orf152	0.1552
EGF	0.15537
CCNA2	0.15539
NETO1	0.15558
TMED4	0.15563
CAPZB	0.15564
OR56A5	0.15567
NFIX	0.1558
LRRC38	0.15583
TTC7B	0.15586
NCK1	0.15591
FBXO8	0.15596
BBIP1	0.15597
SIKE1	0.15604
PPIC	0.15614
ALKBH7	0.15635
HIKESHI	0.15636
PODNL1	0.15637
TAF10	0.15638
RAB27B	0.15641
PUM1	0.15656
HOXB9	0.15656
SETD9	0.15659
PNLIPRP3	0.15665
PALB2	0.15671
CLSTN2	0.15674
PDCD4	0.15675
DEFB126	0.15676
RBPJL	0.15679
BSX	0.1568
RNF122	0.15681
HTR4	0.15682
HBA1	0.15683
PDCD2	0.15687
SPATA18	0.1569
RAPH1	0.15699
NAA11	0.15699
PTCH2	0.15703
TMEFF2	0.15705
CD44	0.15717
NEK4	0.15719
DDX25	0.15719
CTXN3	0.15724
LCTL	0.15731
MAP3K2	0.15734
DENND2D	0.15735
PTTG2	0.15736
TWF2	0.15762
TRNT1	0.15768
NPLOC4	0.15769
NRSN1	0.15771
CXCL8	0.15777
SIPA1	0.15783
MYO15A	0.15785
SSX2IP	0.15793
TEFM	0.15808
VN1R1	0.15821
SS18L1	0.15825
NPB	0.15851
DHPS	0.15851
TMEM50A	0.15854
PIFO	0.15866
SGSM2	0.15873
FAAP100	0.15874
PTPDC1	0.15876
CTSW	0.15878
COPS7B	0.15881
DCBLD2	0.15887
ERP27	0.15896
PHF20L1	0.159
DESI2	0.15901
ADAMTS4	0.15902
ITGB6	0.15905
ARMH2	0.15908
AGBL3	0.15909
SERP1	0.15911
LIG4	0.15912
SPACA3	0.15912
GPR75	0.15921
XKR5	0.15923
IPMK	0.15925
C2orf83	0.15929
WNK1	0.15932
CASP4	0.15939
STAT2	0.15939
ARHGEF33	0.15941
ACADS	0.15946
OR10G9	0.15949
AGMO	0.1595
ZNF777	0.15964
GID8	0.16003
GPR85	0.16004
SKOR2	0.16007
ZFAND2B	0.16008
PPP1R14C	0.16011
ZNF516	0.16012
ADGRA3	0.16016
WFDC5	0.16017
SLC9A5	0.16028
S100A13	0.16034
HDHD3	0.16034
APBB1IP	0.16034
PABPN1L	0.16045
DCTN3	0.1606
CPVL	0.16067
OTUD1	0.1607
KRTAP1-3	0.16071
MAPT	0.16072
ACTR3B	0.16079
ACOT13	0.16082
USP20	0.1609
B4GALNT4	0.16095
TRIL	0.16101
RARS	0.16114
KRTAP2-3	0.16114
VMO1	0.16119
RNF187	0.16126
OR2K2	0.16126
OGFOD3	0.16127
SLC28A1	0.1613
EXOSC9	0.16146
RELL2	0.16154
STARD5	0.16156
THSD1	0.16174
KRT16	0.16178
OR6B2	0.16179
STH	0.16196
WASHC4	0.16197
DPP8	0.16201
ATMIN	0.16205
KLHL30	0.16218
FUS	0.16218
C9orf139	0.1624
FAM186B	0.16242
THBS2	0.16243
TMEM233	0.16252
PET117	0.16258
HORMAD1	0.16268
IFIH1	0.16272
ETFDH	0.16273
ELF5	0.16276
CCDC126	0.16277
RD3L	0.16294
PSRC1	0.16297
FAM98B	0.16298
PLAGL2	0.16299
MYOT	0.163
COL4A2	0.16305
RAD23A	0.1631
FPR3	0.1631
SIGMAR1	0.16319
MPHOSPH10	0.16322
TMPRSS6	0.16327
ABCA10	0.1633
SEMG1	0.16331
DHCR7	0.16334
OR11G2	0.16342
S1PR4	0.16349
RAPGEF2	0.16353
SNRPA1	0.16354
WDFY2	0.16356
DYNLRB2	0.16356
XRCC6	0.16357
OR8B2	0.16362
RECK	0.16365
RBM47	0.16368
MAP3K1	0.16373
PBRM1	0.16376
IGSF22	0.16387
EFCAB12	0.16388
ITLN1	0.16389
SLC13A2	0.1639
ZNF764	0.16409
CCDC121	0.16412
TAS2R1	0.16416
NCSTN	0.16418
FOXL1	0.16423
TBC1D2B	0.16433
MUC13	0.16441
ASNSD1	0.16442
E2F8	0.16442
ARHGEF12	0.16442
KIF3C	0.16445
DIS3	0.16448
FADD	0.1645
PDS5B	0.16459
XPC	0.1646
IL10	0.16468
AQP3	0.16474
KLF6	0.16475
LRP11	0.16485
TMEM63A	0.16486
SLC39A2	0.16486
TCL1B	0.16488
NAV1	0.16496
AKR7A3	0.16514
KCTD14	0.16519
HOXD10	0.1652
SCRIB	0.16522
RCOR1	0.16523
ZNF619	0.16531
PDHA2	0.16536
HAUS3	0.16538
DRAXIN	0.16543
HOXD12	0.16546
VMP1	0.1655
GTF2H3	0.16555
ZNF628	0.1656
UBQLN4	0.16561
HOXA5	0.16561
EDEM2	0.16565
BBS7	0.16569
OXTR	0.1657
MSH2	0.16577
OR2T33	0.16578
NUTM2F	0.16583
AVPI1	0.16583
NHLH2	0.16588
NQO2	0.16589
PTGDR2	0.16616
RGL3	0.16619
MTHFR	0.1662
SPX	0.16648
THYN1	0.16661
SYNPO2L	0.16679
