GENE	RA
COX6C	0.096168
VAV3	0.096184
ADGRE1	0.096188
HMGB1	0.096302
ARHGAP45	0.096349
F2RL1	0.096446
METTL7B	0.096453
ANKRD65	0.096458
KRTAP5-5	0.096597
MIER3	0.096609
C17orf53	0.096627
MRPS11	0.096647
TUBA1C	0.096872
ZNF296	0.096905
NSL1	0.09691
AMBP	0.096923
MANBAL	0.096972
SWT1	0.096979
GJC1	0.097012
CKAP2	0.097035
ADCY8	0.097121
SALL4	0.097136
OR9G1	0.097178
ZNF549	0.097178
SCN2B	0.097183
HBQ1	0.097223
IAPP	0.097256
LOC101060581	0.097265
SOWAHB	0.097322
WFIKKN2	0.097495
SOX7	0.097622
AURKAIP1	0.09767
RNF215	0.097701
AK8	0.097783
RELL2	0.097786
LRRK2	0.097843
MLH1	0.097853
GSDMD	0.097867
ATAD3C	0.098099
ANGPTL4	0.098147
MRPL57	0.098207
PRKAA2	0.098243
NEK3	0.098265
QPRT	0.098332
SLFN14	0.098373
SPC25	0.098436
UTP25	0.098441
HCST	0.098442
ST3GAL2	0.098499
LACTBL1	0.098508
MS4A6E	0.09853
C11orf45	0.098537
LOC100506217	0.098636
FASN	0.098721
AHSP	0.098881
DIP2A	0.098893
MT1E	0.098907
SLC28A2	0.09892
LVRN	0.098991
ARHGEF19	0.099016
FMN2	0.099041
RNF14	0.099057
MED24	0.099076
ADK	0.099083
CDK14	0.099173
ERAP1	0.099222
DZANK1	0.099297
KIAA0319L	0.099306
PHF13	0.099313
MRLN	0.0994
TUT1	0.099416
ZNF695	0.099421
LHFPL4	0.099425
DNAH2	0.099434
CFC1	0.099464
PKN3	0.099491
PSTPIP2	0.099528
ZCCHC3	0.099543
GJA10	0.099563
PFKL	0.099678
CCDC144NL	0.099716
ESR2	0.09974
OR5M1	0.099754
GJB4	0.099757
C14orf178	0.099787
SH2D1B	0.099835
SSTR4	0.099863
TPRX1	0.099979
YKT6	0.099989
OR7D2	0.10002
C11orf74	0.10003
EVX1	0.10006
CEMIP	0.10008
PIKFYVE	0.10013
BICRAL	0.10014
POLD1	0.10022
PCDHA11	0.10028
C10orf120	0.10028
RAMP1	0.1003
KRBA2	0.10035
RASSF6	0.1004
PRKG1	0.10051
LRRC46	0.10052
AGR3	0.10055
BTBD17	0.10055
CD44	0.10057
RPL10A	0.10064
PDE3B	0.10066
ARHGAP19	0.10072
SNAP91	0.10085
SLC50A1	0.10095
IL18	0.10096
H3F3C	0.10098
NOTCH1	0.10102
OLFM4	0.10108
RPS28	0.10111
MFHAS1	0.10112
PHACTR2	0.10114
CMPK1	0.10118
C10orf55	0.1012
IL16	0.1012
MED12L	0.10122
TMUB1	0.10126
FADD	0.10126
MFSD2A	0.10128
ODC1	0.1013
SUPT20H	0.10139
CATSPERD	0.10144
HDAC3	0.10151
GSTZ1	0.10159
RBM15	0.1016
CSNK1A1L	0.10171
TNFRSF21	0.10173
EPHA5	0.10174
INSC	0.10176
AKR7A2	0.10177
STXBP4	0.10178
PLK2	0.1018
PARP9	0.10185
TOP3B	0.1019
CRB2	0.10191
C20orf96	0.10196
ARMH1	0.10199
REM1	0.10208
ADRA1A	0.10209
CHEK2	0.10209
CCNG2	0.10213
LMAN2L	0.10215
WNT4	0.10216
YPEL2	0.10218
JAKMIP1	0.10224
WSCD2	0.10226
CFAP126	0.10227
SLC9A9	0.10228
SUGT1	0.10236
LNX1	0.10239
RNF186	0.1024
FABP7	0.10244
DDX19A	0.10244
CAD	0.10246
PTGES2	0.10247
MDFIC	0.10248
TVP23A	0.10254
BRDT	0.10256
CACHD1	0.10257
AGO3	0.1026
RANBP10	0.10265
DOK6	0.10266
DFFB	0.10268
C16orf92	0.1027
THEMIS2	0.10274
MAT2B	0.10279
SIRT7	0.1028
RAI14	0.10298
USP32	0.10311
ADAP2	0.10318
TMEM17	0.10319
CXCL5	0.10319
CENPQ	0.10332
ZNF419	0.10334
VPS36	0.10336
CASZ1	0.10343
TAS2R20	0.10348
TUBB1	0.10362
STAC3	0.10363
RIPOR3	0.10364
ADAMTS16	0.10367
ATG9A	0.10374
PRKAB1	0.10375
CASTOR2	0.1038
LY6H	0.10382
CCL22	0.10386
TASP1	0.10386
DEFB129	0.10389
TMEM88B	0.10395
MAPK8IP1	0.10395
MT1HL1	0.10396
ICE1	0.10404
MC3R	0.10416
CCNG1	0.10418
MMACHC	0.10419
ARG1	0.10419
SNX15	0.10419
RALB	0.1042
ZFYVE1	0.1042
DOK4	0.10422
WNT2B	0.10423
KDM1A	0.10427
LNX2	0.10432
GPS1	0.10432
CNTN5	0.10448
TSC22D4	0.10449
CNOT6L	0.1045
WWTR1	0.10462
OR4X1	0.10474
PODXL2	0.10477
ZNF418	0.10477
EPN2	0.10478
PRSS27	0.10481
AHCYL2	0.1049
MGAT2	0.10491
CHI3L2	0.10492
TSG101	0.10498
THSD1	0.10511
FZD4	0.10513
SRSF3	0.10515
FOXE3	0.10516
MSGN1	0.10516
APOBEC3F	0.1052
TPBGL	0.10523
SLC25A29	0.10535
DRAXIN	0.10536
DEFA1B	0.10538
DOC2A	0.10539
COL21A1	0.1054
OR5M8	0.1054
SMPD3	0.10542
TMEM130	0.10548
FGF19	0.1055
ARSG	0.10554
SLC28A1	0.10557
TIGIT	0.10563
MED23	0.10563
OR1N1	0.10563
UBXN4	0.10566
CAGE1	0.10579
KLF6	0.10583
TMEM86A	0.10584
FAM43B	0.10592
EFCAB8	0.10593
SLC7A6	0.10595
RDH5	0.1061
DEGS2	0.10613
ZNF644	0.10616
MTA2	0.10616
IL20RB	0.10617
C10orf90	0.1062
MYPN	0.10622
GEMIN7	0.10622
MAFF	0.1063
CAPZB	0.10631
DUS2	0.10636
PCMTD1	0.10638
DELE1	0.10639
CXCR2	0.10648
LRRC20	0.10648
IFNA16	0.1065
LDLRAD3	0.10653
COQ10A	0.10653
RSC1A1	0.10656
CLEC7A	0.10656
TIMELESS	0.10656
SLC39A11	0.10661
RTP3	0.10662
MTCH1	0.10663
MPC1	0.10666
CDS1	0.10667
CDC20	0.1067
MAFA	0.10673
RANBP3L	0.10676
RAB5A	0.10678
MYO9B	0.10678
LGI2	0.10682
NIPBL	0.10687
ZBTB1	0.10692
CPA2	0.10694
ZDHHC16	0.10694
ASPHD2	0.10695
NDUFA4L2	0.10702
ERC2	0.10708
OSR2	0.1071
ITLN1	0.10719
DPY30	0.10724
CCDC70	0.10726
CCDC57	0.10728
NLRP4	0.10728
ELOF1	0.10738
RTP2	0.10741
UBOX5	0.10743
CREBL2	0.10753
RASA4B	0.10754
EXOC4	0.1076
SLC12A3	0.10761
PPIA	0.10769
RANBP6	0.10769
AHR	0.1077
NYAP1	0.10776
SLC7A1	0.10776
DEFA3	0.10777
MGAT3	0.10782
KRTAP11-1	0.10798
DLG1	0.10803
ZCCHC9	0.10805
PRKCG	0.10806
MEAF6	0.10817
HECTD3	0.1082
S100B	0.10824
KLHL21	0.10826
UBTF	0.1083
IVL	0.10831
MRPL49	0.10831
ZNF772	0.10838
GABRR2	0.10844
TIE1	0.10853
ROM1	0.10867
NOP58	0.10873
PNRC1	0.10879
OR5AP2	0.1088
SLC44A1	0.10886
SEC61A2	0.10886
C7orf69	0.10887
CEP104	0.10893
NUP43	0.10896
PCMT1	0.10897
COL28A1	0.10899
FPGS	0.10901
PLAU	0.10902
CYTH4	0.10909
RAB11FIP4	0.10915
ANO1	0.10916
PIH1D1	0.10917
BANF1	0.10919
SEH1L	0.10925
GPR149	0.10928
STON2	0.10937
CDYL2	0.10942
NLGN1	0.10946
TUT4	0.10947
ANKRD30B	0.1096
HOXD8	0.10972
ZNF667	0.10974
ZCWPW1	0.10977
TSGA10	0.10979
GPR158	0.10981
PQLC2	0.10985
CDC45	0.10993
HOXD9	0.10996
ADCK1	0.11
P2RY14	0.11002
C12orf71	0.11009
SPDYC	0.1101
HIRIP3	0.1101
ZNF799	0.11014
PDE1A	0.11025
ZNF98	0.11028
NIN	0.1103
IQCA1L	0.11032
TUBA8	0.11033
ACBD6	0.11037
ARL8A	0.11039
SPRR3	0.11043
POLR2J	0.11053
FANCE	0.11057
KANSL1	0.1106
ST8SIA6	0.11065
KAAG1	0.11067
INSR	0.11068
VMP1	0.11073
DEPTOR	0.11076
LRRC66	0.11082
SHD	0.11083
LOC286238	0.11084
SYNJ2BP-COX16	0.11092
INO80E	0.11092
PAIP2B	0.11099
SKA3	0.11101
UVRAG	0.11116
S100A8	0.11119
C7orf61	0.11123
ADARB1	0.11124
CHAMP1	0.11126
TFR2	0.11129
HSBP1L1	0.11133
ZCCHC7	0.11138
RETREG1	0.11143
FCGRT	0.11143
HYOU1	0.11144
AGR2	0.11146
TMEM11	0.11161
USP8	0.11181
LCA5	0.11182
SNU13	0.11185
SLC8B1	0.11186
CD320	0.11187
OR2K2	0.11188
RNF135	0.11188
DYNC2H1	0.1119
SNX14	0.11205
HNRNPA1L2	0.11205
BIRC6	0.11207
FSCN3	0.11211
CPNE5	0.11216
CPVL	0.1122
FTH1	0.1122
RFLNB	0.11229
MIGA1	0.11232
ZNF16	0.11233
PRELID3A	0.11234
RPL26	0.11241
FAM19A4	0.11246
C3orf56	0.11246
PLIN1	0.11246
IL25	0.11247
PRB3	0.1125
ZNF367	0.11257
WFDC5	0.11257
FRAT2	0.1126
ZNF732	0.11264
PAQR7	0.11267
FOCAD	0.11274
BRWD1	0.11274
NUDT2	0.11279
FOXC2	0.11283
BCL2	0.11283
EZH2	0.11289
ZNF491	0.11299
CAMTA1	0.11315
CNNM2	0.11319
LIN28B	0.11323
GIPC1	0.11324
TRIM59	0.11335
SYPL2	0.11338
MCC	0.11338
SLC35D3	0.11342
BST1	0.11347
IFT122	0.11356
HIPK4	0.11359
OR1J1	0.11361
C1orf43	0.11365
CHML	0.11368
OR2M2	0.11369
CTDP1	0.1137
OR52I1	0.11377
ZNF728	0.11379
WFDC12	0.11381
ZNF85	0.11391
HPCAL1	0.11395
SCN9A	0.11395
C17orf47	0.11395
ADAMTS5	0.11402
KCNJ5	0.11406
CDC7	0.1141
POU5F1B	0.1142
MRPL46	0.1144
GTF2IRD1	0.11441
ZMIZ1	0.11443
FAM184B	0.1147
RASA3	0.1147
USP33	0.11478
EPHB4	0.11478
CCL23	0.11478
COP1	0.1148
NECAP1	0.11486
PCDHA10	0.11488
RCC1L	0.1149
CRX	0.11506
ALS2	0.11511
SPRR1B	0.11521
SLC15A2	0.11523
GDF5	0.11523
ARFGAP2	0.11524
ALAS1	0.11528
SCO2	0.11532
TCF20	0.11545
ISPD	0.11554
MOGAT2	0.11554
RBMS2	0.11555
UPK1A	0.11567
C19orf33	0.11572
NFKBID	0.11586
CDH26	0.11587
ZDHHC18	0.11592
TMEM236	0.11599
GALNT5	0.11604
HBZ	0.11612
TAS2R14	0.11615
ACTR3B	0.11618
FHL3	0.1162
TEFM	0.11622
DCAF6	0.11627
PALMD	0.11631
PRKCI	0.11632
MTRNR2L9	0.11636
VNN2	0.1164
CENPW	0.11645
SNX19	0.11651
GNA14	0.11652
EDN2	0.11654
ZNF343	0.1166
GPR75	0.11681
RNFT2	0.11686
AP2B1	0.11687
RHBDL2	0.11688
RPS20	0.11698
ACBD5	0.11698
SAP30BP	0.11698
SLC12A9	0.11702
GRAMD1B	0.11717
HOXD4	0.11718
OR5AR1	0.1172
FDCSP	0.11723
B3GAT2	0.11725
ABI3	0.11726
YOD1	0.11734
ZNF212	0.11739
OXSM	0.11747
DDR2	0.11752
ECT2L	0.11762
MPC2	0.11767
NPAS2	0.1177
C15orf61	0.11771
GRAP2	0.1178
APOA4	0.11782
RGPD4	0.11788
LEFTY1	0.1179
NFIX	0.11798
PPP1R3D	0.11798
TGIF2	0.11803
UNCX	0.11804
ZDHHC14	0.11807
GET4	0.11821
NRP1	0.11834
JMY	0.11835
CPSF1	0.11844
ADORA2A	0.1185
MAP2K5	0.11857
TMEM184B	0.11859
GJB5	0.11872
ACVR1	0.11873
ACADS	0.11873
CCDC157	0.1188
NGLY1	0.11882
KCNMB2	0.11889
ARHGEF38	0.11892
SPEG	0.11894
PCDHA9	0.11894
KRTAP8-1	0.11895
NEURL1	0.11902
DNAH1	0.1191
DNA2	0.11911
ELF2	0.11913
SLC26A6	0.11914
ACTR10	0.11917
THYN1	0.11928
ARF5	0.11936
ANP32A	0.11938
CTXN2	0.11939
SF3A1	0.11943
OSBPL5	0.11955
STON1	0.11957
KCNK12	0.11958
STK11IP	0.11958
PTGER2	0.11958
EPOR	0.11964
C1orf210	0.11966
WDR72	0.11967
SEPT12	0.11974
GINS2	0.11975
CLBA1	0.11977
NKIRAS1	0.11989
KRTAP5-4	0.1199
RDH10	0.11994
ANKRD18B	0.11997
PF4	0.11998
IMPA2	0.12003
PLA2G2A	0.12007
OR13D1	0.12008
BLMH	0.12012
FCN1	0.12016
PRSS21	0.12018
SFN	0.12023
GADD45GIP1	0.12028
NSMCE4A	0.12033
PACSIN3	0.12038
DPP4	0.12051
RBM12B	0.12051
LRP5L	0.12057
SHC1	0.12059
TP53INP1	0.1206
EMILIN1	0.12066
PPBP	0.12066
ASB16	0.12085
NEDD4L	0.12086
RUNDC3A	0.12092
STIM2	0.12105
C1orf141	0.12122
ABCF2	0.12122
DAND5	0.12143
PLTP	0.12144
KMO	0.1215
ELK4	0.12153
PIGU	0.12157
TM4SF1	0.12161
VCPIP1	0.12163
GABRP	0.12165
AMPD3	0.12171
MYADM	0.12176
ZWILCH	0.12179
DYM	0.12179
FUCA2	0.12182
C12orf43	0.12185
ACSL3	0.12189
SYNCRIP	0.1219
STRA8	0.12196
CAMK2B	0.12213
DENND6A	0.12215
ST7L	0.12223
LIF	0.12228
CARS	0.1223
GRP	0.1223
CBL	0.12239
CHD9	0.12241
LRRC32	0.1225
FAU	0.12252
PPP1R7	0.12256
DUSP10	0.1226
PMFBP1	0.12267
ANKRD10	0.12274
TEKT5	0.12278
OR7C1	0.12281
KLF14	0.12282
OST4	0.12288
OTP	0.12288
DNAJC19	0.12303
PCDHA8	0.12303
DHX38	0.12314
NUP155	0.12319
HIPK3	0.12321
RAPGEF3	0.12323
DHX57	0.12325
MED15	0.1233
KCNJ1	0.12332
RPS24	0.12343
SLC48A1	0.12344
WDR34	0.12349
OR6C70	0.12353
TXNL4B	0.12355
CHPF2	0.12356
GNGT2	0.12357
PLEKHS1	0.12358
LATS1	0.12363
ADGRL2	0.12365
FBH1	0.12366
POLR2I	0.12372
ENPP5	0.12374
FCHSD1	0.12375
TBC1D10A	0.12385
MFAP5	0.12387
RBMS3	0.1239
EGFL7	0.12392
SEC22C	0.12393
CISD1	0.12401
MPPED2	0.12401
WNT7A	0.12402
LUZP1	0.12403
ZNF587	0.12411
TMEM67	0.12415
NOL4L	0.12415
TRIO	0.12423
TMEM127	0.12424
RPS25	0.12429
NWD1	0.12429
SFRP5	0.1243
MTMR4	0.12434
TRANK1	0.12436
SEMA5A	0.12436
MORN2	0.12448
NT5E	0.12448
WWC2	0.12449
GRINA	0.12455
EPM2AIP1	0.1246
EPPK1	0.12462
MEF2B	0.12462
UTP11	0.12465
PTS	0.12467
MEPCE	0.12476
NOCT	0.12485
XRRA1	0.12486
CHRND	0.12494
IL5RA	0.12497
GAD2	0.12498
JUN	0.12501
PLEK	0.12503
POC1A	0.12519
GCC1	0.1252
DDOST	0.12532
MAPRE1	0.12538
TAX1BP1	0.1254
TP53RK	0.12544
SDK2	0.12545
CDK15	0.12546
TYMP	0.12554
CARTPT	0.12555
PHLPP1	0.12562
UBE2W	0.12565
ZCCHC24	0.12568
LCP1	0.12571
GANAB	0.12572
DGKZ	0.1258
MANSC4	0.12581
SEMA4D	0.12586
SCAPER	0.12589
CTNNA2	0.12592
MBOAT1	0.12594
TGIF2-RAB5IF	0.12599
FIGNL2	0.12605
RPP40	0.12611
CBWD3	0.12618
REG1B	0.12619
HDAC1	0.12632
ATP5F1E	0.12632
PTPRT	0.12633
LOC101928868	0.12639
GMCL1	0.12642
ZNF669	0.12644
TLR1	0.12646
IHH	0.12655
SPINK13	0.12655
PTP4A3	0.12658
ARHGAP15	0.1266
ALKBH3	0.1266
EML3	0.12663
SMIM19	0.12668
C2orf71	0.12674
MYCBP2	0.12683
RPL7L1	0.12684
GCA	0.1269
ALDH16A1	0.12695
TMUB2	0.12697
SYT5	0.12702
OR52N2	0.12703
CDK5RAP2	0.12704
HSD17B4	0.12721
SEMA3C	0.12725
CASP8AP2	0.12728
FCN2	0.12729
TRIM68	0.12737
UMODL1	0.12745
PRMT8	0.12746
HSPA2	0.12747
DROSHA	0.12748
CES4A	0.12759
PCDHAC2	0.12762
MRPL39	0.12763
GPR160	0.12767
ZNF670	0.1277
SMC5	0.12771
PFN1	0.12773
SREBF2	0.12779
C19orf24	0.1279
CSN3	0.12797
ZMIZ2	0.12798
PCBD2	0.12812
IL4R	0.12823
CPS1	0.12826
LOC100130705	0.12827
METTL7A	0.12829
NTAN1	0.12829
KIF3A	0.12834
NEURL3	0.12837
PCDHA5	0.12842
AAMP	0.12843
GPR161	0.12845
AKAP12	0.12847
HTR1D	0.12848
REG3G	0.12848
KAT6A	0.12857
CMTM5	0.12857
NELFCD	0.12857
ENOX1	0.12858
RNASE6	0.12862
DTX3L	0.12868
PCDHA7	0.1287
HMCN1	0.12874
C1orf229	0.12877
C5orf63	0.12887
GLDC	0.12889
ATP8A2	0.12891
KIF17	0.12893
ANO7L1	0.129
MYORG	0.12902
NTN4	0.12903
LOC101928433	0.12905
SMARCA4	0.12908
ERFE	0.1291
IL10	0.12911
CPAMD8	0.1292
TACR3	0.12927
MYL7	0.12936
PPP1R35	0.12943
PCF11	0.12946
FRRS1	0.1295
ZNF169	0.12955
SLC2A4	0.12955
SFTPA1	0.12958
CHRNG	0.1296
SEC24A	0.12961
PI15	0.12963
PDE12	0.12964
ADAM2	0.12965
TYROBP	0.12968
E2F6	0.12972
ELF5	0.12972
MYCL	0.12974
SWSAP1	0.12977
KLHL26	0.12979
RABL2B	0.12993
NKX2-1	0.13003
CADPS	0.13013
NCKAP1L	0.13019
GDAP1	0.1302
COMMD7	0.13024
RAB8A	0.13025
CPZ	0.13026
LOC100507462	0.13034
FILIP1	0.13041
FNBP1	0.13042
PCDHA6	0.13044
ZNF773	0.13044
MCM3	0.13053
C8orf44	0.13062
FABP6	0.13063
SLURP1	0.13066
SNAPIN	0.1307
FAM155A	0.13071
WAPL	0.13076
MAF	0.13088
PLAUR	0.13089
OR52I2	0.13091
RAB3B	0.13095
MSX2	0.13096
FAM170A	0.13101
CYP51A1	0.13102
STRIP1	0.13103
SMLR1	0.13106
CMC1	0.13114
CPLANE2	0.13125
GNL3	0.13138
ZNF76	0.1314
GPR27	0.13147
OVCA2	0.13148
DEFB124	0.1315
ZYG11B	0.13154
UFD1	0.13154
SOX30	0.13158
CRIPAK	0.13162
PPFIA2	0.13165
DNAJC15	0.13169
RPLP0	0.13176
TBC1D28	0.13177
GOLGA4	0.13181
TSPAN2	0.13184
OR8G2P	0.13184
MSRB3	0.13188
DNTT	0.13198
FOSL1	0.13199
OR5B17	0.13212
BORCS5	0.13212
C22orf46	0.13214
CIAO1	0.13215
LOC101928042	0.13225
BTBD16	0.13228
NRIP2	0.13239
CYP17A1	0.13243
VSTM2A	0.13248
CKMT2	0.13251
B3GAT3	0.13255
ZNF260	0.13258
EPB41L3	0.1326
GIP	0.13266
IFNA5	0.13267
HOXD10	0.13273
PARP10	0.13273
ZNF229	0.13278
ABCG1	0.13281
SPMIP7	0.13283
DDX52	0.13283
NEU3	0.13286
VTCN1	0.13291
IGF2BP2	0.13292
UVSSA	0.13299
PRSS57	0.13312
TMEM135	0.13318
TXNDC15	0.13326
RABL6	0.13326
LRRC10	0.13327
DPH1	0.13328
SIX4	0.13333
PSMG2	0.13342
SLC43A1	0.13346
WTIP	0.13358
MBD4	0.13359
HOXD11	0.13367
CLEC18C	0.1337
ZMAT3	0.13372
SLC17A8	0.13375
RINT1	0.13379
APOL5	0.13382
DDX56	0.13383
CERS4	0.13388
DRC1	0.13396
TFF3	0.13398
ZNF7	0.134
POLR2C	0.134
AP1G2	0.13408
METTL16	0.13408
NUBP1	0.13414
PCNT	0.13414
SULT1E1	0.13417
OMP	0.13417
PSMA1	0.13424
TEX10	0.13426
ZFYVE27	0.13433
KATNA1	0.1344
GPIHBP1	0.13455
SOX8	0.13456
SLC1A6	0.13471
ZNF726	0.13472
ADAM10	0.13473
CACNG4	0.13473
BLVRA	0.13476
SYVN1	0.13477
NSD1	0.13486
RNF114	0.13489
SAMD4B	0.13493
FGFR2	0.13495
JPH1	0.135
INTS14	0.13507
CD300A	0.1351
ELK3	0.1352
EFS	0.13521
PREP	0.13523
KBTBD11	0.13529
PGRMC2	0.1353
CNTFR	0.13532
PBRM1	0.13533
LOC646670	0.13533
HNRNPR	0.13542
TMEM250	0.13543
FBXO22	0.1355
ADAMTS9	0.13564
PCNX2	0.13565
SLITRK5	0.13567
MUSK	0.13569
NEBL	0.13572
KHK	0.1359
B2M	0.1359
RHCG	0.13592
C5orf24	0.13601
CCDC86	0.13607
DDX46	0.1362
CSF3	0.13628
USP1	0.13636
MYOM3	0.13641
PTCH1	0.13646
RHOF	0.13651
SPTY2D1	0.13653
SOCS6	0.13653
C2orf68	0.13656
ADGRA2	0.13664
CCDC9	0.13671
PTCH2	0.13672
FBXW7	0.13679
TP53I11	0.13682
OR2M4	0.13691
BAX	0.13693
SLC24A1	0.13695
OR56A5	0.13697
SEPT4	0.137
GTF2B	0.13703
LOC100134391	0.13709
ANXA3	0.13711
ZNF816	0.13713
APOC3	0.13719
MGAT4C	0.13725
EFCAB12	0.13733
WASHC4	0.13738
LARS2	0.13739
BICD1	0.13751
MEF2C	0.13753
RFPL2	0.13754
MAEA	0.13757
CLEC1A	0.13761
TM4SF5	0.13769
AS3MT	0.13775
KRCC1	0.13778
VAMP2	0.13779
EIF2AK4	0.1378
USP39	0.13794
DOCK9	0.13795
DUSP7	0.13805
GOLGA6L10	0.13809
LY6K	0.13821
GPR142	0.13822
TLX1	0.13827
TLE6	0.13828
MSMB	0.13829
SPCS2	0.13831
LONP1	0.13832
HS6ST1	0.13837
PELI2	0.13851
MSI1	0.13856
CEP250	0.13856
C10orf126	0.13858
TPMT	0.13861
MRPS23	0.13865
SLC4A5	0.13867
PROM1	0.13873
ZNF483	0.13877
ZNF749	0.13878
ROR2	0.1389
POP4	0.13899
LRFN1	0.13906
FPR3	0.13908
UGCG	0.13913
NBEAL1	0.13915
SLC35E2B	0.13918
ZNHIT2	0.13926
PALM	0.13939
KAZALD1	0.13941
CADPS2	0.13943
LOC400682	0.13947
FSD2	0.13949
EFNB3	0.13952
LOC728026	0.13958
SGCB	0.13968
SULT2A1	0.13968
ITSN1	0.13968
NCL	0.1397
TMEM89	0.13973
PAN2	0.13973
BORCS7	0.13975
LSM6	0.13978
SEL1L2	0.13979
TAS2R19	0.13984
MATN4	0.13992
MT2A	0.13996
DENND2A	0.13997
ONECUT2	0.14001
RNF219	0.14004
GRXCR1	0.1401
SDE2	0.14036
ST6GALNAC3	0.1404
PIF1	0.14052
TM4SF4	0.14055
EXOG	0.14056
COL9A1	0.14063
PDS5B	0.14063
CNTN2	0.14064
CNOT3	0.14079
NFATC3	0.14085
C1orf61	0.14091
CPA3	0.14098
PLBD2	0.14101
NAPG	0.14104
C18orf21	0.14104
GUCY1B1	0.14106
SLC4A3	0.14113
ORAI3	0.14131
LIN7A	0.14135
SLC4A1	0.1414
SLC25A11	0.14141
MT3	0.14143
KIF18B	0.14146
DAGLB	0.14153
ZHX1-C8orf76	0.14163
MSR1	0.14167
ZNF529	0.14188
ETFBKMT	0.14194
CCNA1	0.14194
STARD6	0.14196
MTFP1	0.14214
LMLN	0.14221
TSPAN5	0.14226
NDUFC2	0.14228
DCXR	0.14228
RPL4	0.14233
ARID5A	0.14234
ARHGEF10L	0.14236
BTNL10P	0.14236
RBPJL	0.14237
IGSF22	0.14248
CCNE2	0.14269
SPX	0.14288
SPCS1	0.1429
NACC1	0.14295
ARMC10	0.14299
MPL	0.14304
FAAP100	0.14306
APRG1	0.1431
CKAP5	0.14318
PDRG1	0.14337
GSTT2B	0.14339
EDN3	0.14346
PSMG1	0.14347
MIB1	0.14348
SPINK6	0.14349
LRRC72	0.14354
GALNT16	0.14354
TMEM125	0.14355
GAPT	0.14358
CD180	0.14363
PRODH2	0.14364
RPA1	0.14365
SETD9	0.14366
ACVR1C	0.14369
THTPA	0.14371
CTNND2	0.14372
ZBTB43	0.14383
ZNF540	0.14392
CHCHD4	0.144
HACD3	0.14401
UGDH	0.14405
NT5DC2	0.14407
SFRP2	0.14411
RSPO4	0.14416
H1FOO	0.14428
IL31RA	0.14429
CDKN1C	0.14434
SPATA46	0.14436
LMF2	0.14445
ZBTB18	0.14447
FLNC	0.14449
PRSS36	0.14453
SPACA3	0.14453
TRIM69	0.14455
ZFP42	0.14456
ABL1	0.14458
GCK	0.14465
ELOVL1	0.14475
ABHD14B	0.14475
GEN1	0.14477
NTRK2	0.14488
ODF3B	0.14488
TRIB1	0.14489
CCNJ	0.14499
ANKZF1	0.14508
TMED8	0.1451
STK10	0.14513
SH3BGRL2	0.14518
RTTN	0.14518
MOCS1	0.14519
DSG4	0.1452
DCTN3	0.14527
NES	0.1453
RPL36AL	0.14537
KBTBD6	0.14538
BBIP1	0.1454
PRDX1	0.14542
ASPSCR1	0.14544
CAMLG	0.14545
TACR1	0.14546
BET1	0.14555
ADGRL4	0.14566
TSPAN12	0.14568
MAD1L1	0.14573
ZNF354B	0.14577
SMNDC1	0.14577
OR4X2	0.14583
F11R	0.14588
NRAP	0.14592
NSA2	0.14593
MOS	0.14593
TOR1AIP2	0.14594
MED30	0.14597
TMTC1	0.14597
DDTL	0.1461
OTOL1	0.14615
VAV1	0.14618
YIPF4	0.14619
ZNF581	0.14624
MAST3	0.14625
EPB41L1	0.1463
AKR1A1	0.14633
TMEM63A	0.14639
TBC1D30	0.14644
EDNRB	0.14644
LMF1	0.14651
NCK1	0.14671
TAF1A	0.14673
POLL	0.14674
C3orf62	0.14675
PTPDC1	0.14688
ATP5F1A	0.14692
CD8B	0.14701
KBTBD8	0.14702
ADM2	0.14703
CIAPIN1	0.14711
ZNF680	0.14714
AGAP3	0.14721
RTN4	0.14724
KRT17	0.14727
MS4A13	0.14731
EXOSC8	0.14734
ADGRE2	0.14735
ACY1	0.14737
FCER1G	0.14741
LOC101929469	0.14742
SMIM4	0.14786
SPARC	0.14786
TRIP11	0.14786
NT5C2	0.14787
HAUS3	0.14791
PRSS41	0.14802
SLC25A52	0.14802
ETFDH	0.14803
C4orf48	0.14806
C17orf64	0.14806
PRSS33	0.14807
TRAPPC3	0.14815
ECEL1	0.14827
MIOX	0.14828
REC8	0.14829
AHNAK2	0.1483
RPP30	0.14835
DHX32	0.14843
ATOX1	0.14849
ETV6	0.14851
IMP3	0.14855
SLC25A12	0.14857
RTN4RL1	0.14871
MSANTD1	0.14874
BECN2	0.14882
HINT2	0.14883
MNT	0.14898
ARHGEF15	0.14904
HOOK2	0.14906
GLT8D1	0.14912
DEFB125	0.14912
NEFL	0.14915
ASB10	0.14918
MUC8	0.14919
CCNL2	0.14921
CALCB	0.14932
TTF1	0.14938
C1QTNF7	0.14949
AMPD1	0.14952
GPR156	0.14952
RAB27B	0.14955
PIK3R2	0.14961
MED17	0.14966
OSBPL10	0.14967
ZNF777	0.14967
C1orf174	0.1497
TXNDC5	0.14978
ZNF439	0.1498
OR1Q1	0.14988
FAM76A	0.14989
CPEB4	0.15005
SIGLEC8	0.15008
C1orf189	0.15009
PKP1	0.15014
FLT1	0.15014
PRPH	0.15019
UBE3A	0.15021
MIR1-1HG	0.15021
LILRB3	0.15022
CDC123	0.15037
FOXD2	0.15041
