GENE	RA
TMEM254	0.055722
LDHC	0.055722
FOXRED1	0.055736
CSF1R	0.055888
CNTNAP3	0.055903
TBC1D8	0.056099
A4GALT	0.056114
HBE1	0.056123
UBE2E1	0.056179
LELP1	0.056201
ZNF71	0.056221
EXOC3L2	0.056236
NAPRT	0.056263
COL16A1	0.056268
LEO1	0.056287
TMEM140	0.056311
GTF3C3	0.056452
S100A4	0.056472
MYLK	0.056491
FIGNL2	0.056495
MATK	0.056526
GLUD1	0.05658
SMCP	0.056639
RPL37	0.05665
CS	0.056655
KLRB1	0.056842
PET100	0.056877
LONP2	0.056899
EIF3E	0.056905
COL2A1	0.057006
CKAP5	0.057066
NAA30	0.057164
NUP210L	0.057222
RAB5IF	0.057225
GJB3	0.057273
PALLD	0.057356
KCNQ2	0.057385
BCAP29	0.057425
PHF21A	0.057452
FAM153B	0.057457
HSF5	0.057475
RGL3	0.057477
CCL24	0.057559
SLC4A1AP	0.05756
FAM129A	0.057603
AHCYL2	0.057608
TIGD5	0.057608
NT5C	0.057622
CPT1A	0.057715
MALSU1	0.057731
C3orf36	0.057756
RGS10	0.057808
PYCR3	0.057902
PUS7	0.057978
SPTBN5	0.058044
TM4SF4	0.058052
EEF1D	0.058065
SFRP4	0.05808
HBP1	0.058091
HASPIN	0.058154
S100A7	0.058157
S100A3	0.058184
CD80	0.058227
TLNRD1	0.058283
UBL4B	0.05833
CNPY2	0.058376
KLF4	0.058393
RNLS	0.058421
IQCG	0.058429
TRIM73	0.058443
AKAP10	0.058525
NCK1	0.058553
PILRB	0.058569
RAI14	0.05858
TUBB6	0.058651
CEACAM20	0.058727
CAPZA1	0.058729
GPR156	0.058758
RCOR3	0.058774
CORO1C	0.058788
CEACAM4	0.058813
MEGF10	0.05884
RHCE	0.058853
TNFRSF10C	0.058875
SLC39A12	0.058907
DENR	0.058923
IL16	0.058927
ALDH6A1	0.05893
ATAD5	0.058961
TSTA3	0.058969
PARVA	0.058981
TRUB2	0.058987
ARHGAP20	0.058988
SPEG	0.059019
CIZ1	0.059033
CCDC148	0.05908
SNX2	0.059091
CCDC150	0.059109
TGIF2	0.05911
SMIM17	0.059114
TTC16	0.059137
OTX1	0.059142
TNFRSF1B	0.05923
SNIP1	0.059279
GTF2B	0.059346
NEK3	0.059407
SPRR2A	0.059408
POLR1E	0.059466
MAP3K8	0.059544
STX16	0.05967
PSMB2	0.059672
JCAD	0.059704
CD3E	0.059715
BROX	0.05974
ERFE	0.059762
PIP4K2A	0.059782
PRRT2	0.059875
MUT	0.059914
SPATA45	0.059988
CCDC69	0.060021
OR56A3	0.06003
ZNF670	0.060065
FAM118A	0.060066
S100A2	0.060126
UTP11	0.060195
SLC35G5	0.060274
RPL10A	0.060303
S100A6	0.060419
GOT2	0.060446
CHST4	0.060454
GMNN	0.060464
COQ10A	0.060495
ADPRH	0.060499
CPE	0.060503
UBOX5	0.060505
TATDN3	0.060517
SEZ6L2	0.060524
TMEM185B	0.060549
DIP2A	0.060643
UPK3A	0.060785
GSTA2	0.06088
SMIM11A	0.060899
SLC6A7	0.060902
PLPP3	0.060921
RIPPLY2	0.06093
B9D1	0.060952
ZSCAN4	0.060959
CLDN15	0.060996
FAM3B	0.061098
S100B	0.061188
UBB	0.061257
PLA2G15	0.061343
TBXAS1	0.061355
DNAAF3	0.06141
CARD6	0.061436
ANKRD45	0.061476
TP63	0.061499
GTF3C1	0.061586
CASTOR1	0.061596
TMEM190	0.061644
SLFN12L	0.061706
DDX28	0.061744
VTCN1	0.06189
DUSP5	0.061899
KRTAP5-9	0.061906
GPATCH2	0.061917
DHRS7C	0.061946
KIRREL1	0.061989
ANKFY1	0.062024
COX6A2	0.062042
ALCAM	0.062069
IZUMO2	0.062103
ACKR1	0.062195
ANLN	0.0622
STXBP6	0.062211
ZNF441	0.0623
TMED6	0.062309
PLXDC1	0.06234
C12orf49	0.062377
CAMTA1	0.062408
DEFB121	0.062421
NSD1	0.062444
MCTP2	0.062461
RPLP0	0.06247
ZNF440	0.062477
BLVRB	0.062553
MLLT3	0.062693
TRIP6	0.062798
PRR9	0.062858
DDX60L	0.062865
EPN2	0.062972
APOH	0.062977
DEFB119	0.062984
CARM1	0.063073
ADGRL3	0.063086
PCOLCE	0.063099
DEFB118	0.063129
TIGIT	0.063164
CFAP161	0.063167
FAM92B	0.063334
METAP1D	0.063373
ZNRF1	0.063415
RYR3	0.063465
SHC4	0.063483
ECM1	0.0635
SSMEM1	0.063622
FAM174A	0.063677
CENPU	0.063742
MYORG	0.063776
TRIM36	0.063781
TEX33	0.063794
SPRR4	0.063828
MPST	0.063835
CFAP157	0.063858
GDPGP1	0.063915
SLC5A6	0.06392
MCL1	0.063932
C5orf67	0.063984
CACNA2D3	0.064002
TRIL	0.064019
SAMHD1	0.064085
GRID1	0.064087
MTMR9	0.064167
BBOF1	0.064213
IL1R2	0.064258
OR5AP2	0.064274
OR1J4	0.0643
CAPNS2	0.064345
TSNAXIP1	0.06437
LIPJ	0.064389
CLCN6	0.064396
KCNF1	0.064401
LMTK2	0.064427
RASEF	0.06443
CTAGE6	0.064448
CCDC28A	0.064478
TPBGL	0.064515
LIPF	0.064578
ASIC4	0.064582
COLCA2	0.064599
ADCY10	0.0646
TMEM56	0.064687
ATP6V1G1	0.064704
UTP20	0.064714
LINS1	0.06474
METTL8	0.064758
RFX7	0.064777
CDV3	0.064826
RNF152	0.064828
PPP1R21	0.064901
H1FNT	0.064925
ADGRA2	0.064983
NLGN2	0.065042
UAP1	0.065124
OR2K2	0.06514
EPM2AIP1	0.065153
LYSMD2	0.065246
CDH5	0.065247
ATXN7L3	0.065309
EDNRB	0.065314
LSM6	0.065322
OTOF	0.065359
SIGLEC11	0.065373
FAM114A1	0.06538
B4GALNT4	0.065385
SPRR3	0.065408
ZNF18	0.065418
MRGPRG	0.065436
FYB2	0.065513
CDX1	0.06552
ADSSL1	0.065551
DENND2A	0.065589
NOP56	0.065593
LIN7A	0.065615
TPCN1	0.065681
FAM155A	0.065756
UBE2S	0.065768
TIMM10	0.065853
RPL26	0.065929
LDHA	0.065939
SFTPA2	0.065962
ZNF135	0.065992
SRRT	0.066004
RALGPS2	0.066024
UBXN10	0.066065
ZNF512	0.066072
AGBL3	0.066092
LYPD5	0.066102
RSPO2	0.066134
SCRN2	0.066206
CACFD1	0.066209
C2orf70	0.066212
TTC22	0.06625
CAMK2B	0.066259
LDHAL6A	0.066281
PPP1R3G	0.066288
RPS6KL1	0.066297
SLITRK3	0.066319
ELF2	0.066351
EZH1	0.066404
DOK5	0.066447
EDIL3	0.066471
HMCN1	0.06648
MAD2L1	0.066511
PTRH1	0.066544
PDGFRB	0.066558
ALKBH5	0.066635
PRMT2	0.066653
TIMELESS	0.066662
PARP4	0.066691
CLEC12B	0.066729
ALAS1	0.066741
TMEM56-RWDD3	0.066772
LIN28B	0.06681
CDK5RAP2	0.066893
MROH6	0.066937
NIFK	0.06695
LIN52	0.06696
DEFB108B	0.06703
CYB5D2	0.067035
CCDC198	0.067041
KDM4C	0.067172
ZNF317	0.067201
ZNF117	0.067307
PEX16	0.067321
ECT2L	0.067379
HOXC9	0.067382
IGSF9B	0.06754
DYNC1LI2	0.067577
PPFIA2	0.067605
PLA1A	0.067606
IL21R	0.067613
KRIT1	0.067824
SLC50A1	0.067827
IFNAR2	0.067929
OR3A2	0.067988
CPVL	0.068053
OR10J3	0.068102
EMX1	0.068175
GMCL1	0.068217
ZNF354B	0.068217
RHOBTB2	0.068228
SLC6A9	0.068252
INSL4	0.068274
MYL9	0.068306
PRKG1	0.068326
PILRA	0.068356
SEC24B	0.068389
KIAA2026	0.068393
OR5M10	0.068467
TRABD2B	0.06847
ADM5	0.06857
TMEM130	0.068699
DHX33	0.06871
INHA	0.06874
CYREN	0.068759
ELOB	0.068788
SPRR1B	0.068842
VPS51	0.068993
KLHL14	0.069026
TSGA10	0.069031
DDX19A	0.069058
CCDC36	0.069128
SNX9	0.069202
ITGAD	0.069224
CPT1C	0.06924
NLRP4	0.069275
POTEC	0.069312
UPK1A	0.069322
YY1	0.069356
SPECC1	0.069356
DNAJB8	0.069377
GOT1L1	0.069384
BRIX1	0.069396
FANCE	0.069412
EXOSC6	0.069416
SPOCK3	0.069434
MLLT10	0.069538
ZNF729	0.06963
MYRFL	0.069684
ADCK5	0.06973
TMOD1	0.069777
OR10W1	0.06986
RPL31	0.069932
SNW1	0.069938
NCR3LG1	0.070038
JTB	0.07013
SIVA1	0.07013
GADD45G	0.070143
CCDC86	0.070198
THAP12	0.070261
LAMTOR5	0.070377
GOLGA6L10	0.07041
DGAT2	0.070444
STC2	0.07047
C14orf178	0.07053
AGAP3	0.070583
LCE3E	0.070602
OR1N1	0.070647
SETD7	0.070663
ZBTB34	0.070668
KCNK5	0.070679
CEP112	0.070701
FABP5	0.07091
CACTIN	0.070931
SAMD12	0.070967
USP17L2	0.07097
ADAMTS16	0.071059
PYY	0.071092
ADARB2	0.071139
CALML5	0.071177
SLC37A4	0.071203
PIGC	0.071333
SPRR2D	0.071354
AFG3L2	0.071354
SLC1A7	0.071405
C2orf16	0.071543
ATF4	0.07157
CTTNBP2NL	0.071584
GCA	0.071661
FAM131B	0.071664
MAZ	0.07169
ASAP2	0.07175
AKT1	0.07176
CDH26	0.071771
RWDD3	0.071916
TTC28	0.071928
PLEKHO1	0.071959
MEF2C	0.072003
PTPRB	0.072036
TYSND1	0.072045
LBX1	0.072135
MLH1	0.072189
ADAP2	0.072258
CHRM5	0.072286
ZNF483	0.072305
TMEM39B	0.072367
INSC	0.072389
HOXC8	0.072437
TWF2	0.072461
NDUFS2	0.072516
ADNP2	0.072566
FN1	0.072584
PEF1	0.072634
KRTAP5-8	0.072658
CCDC136	0.072689
ZYX	0.072691
HNF1B	0.072752
DENND4B	0.072778
ARMH2	0.072801
ZFP69	0.072822
LRRN2	0.072926
POLDIP3	0.072943
EPB41L5	0.072999
CAV2	0.073008
SLITRK1	0.073059
RPS19BP1	0.073154
STRIP1	0.073184
TMEM266	0.073185
TMEM262	0.073353
TAF1D	0.073396
USP17L7	0.07351
ZNF669	0.073528
CAGE1	0.073556
SPTBN1	0.073569
ALX3	0.073584
CACNA1G	0.073679
MAP2K5	0.073696
FKBP4	0.073707
LRRTM4	0.073781
PARP1	0.073837
ZNF641	0.073861
DNAJB12	0.073926
BCL11A	0.073941
SLC12A9	0.073954
SLC39A1	0.073956
KRBA2	0.073979
SERTAD1	0.074031
WDR3	0.074046
OTUD1	0.074075
CLEC18A	0.074082
FLVCR1	0.074142
PATJ	0.074151
UBE3C	0.074177
DIAPH3	0.074193
C9orf16	0.07421
MYCBPAP	0.074218
RPS9	0.074295
RPS27	0.074325
IQCD	0.074357
TMEM238	0.074497
OR52E8	0.074511
ASB16	0.074526
DOCK10	0.074595
SNAPC1	0.07461
C2CD4A	0.074653
CCDC134	0.074681
GLP2R	0.074708
RHPN1	0.074742
ISL2	0.074748
RPL15	0.074787
CELSR3	0.074826
FOXE3	0.074852
VAX2	0.074859
TEKT2	0.074871
MRPL1	0.074912
LY6E	0.074922
HBS1L	0.075067
MIEF1	0.075115
KANSL3	0.075121
ABCB9	0.075174
ST7L	0.07518
PHB	0.075206
C1orf229	0.075266
LRRC74A	0.075284
INF2	0.075287
LRRC75A	0.075327
SPSB4	0.075332
PRKAR2B	0.075395
AP1G2	0.075552
TXNL4A	0.075553
ATRAID	0.075684
MRPL20	0.075691
KLRF2	0.075723
ZNF799	0.07576
HAUS8	0.07579
CNTN5	0.075818
ZNF783	0.075836
LINC00452	0.075882
ADPRHL2	0.076048
TAS2R60	0.076106
ATIC	0.076124
EFCAB8	0.076188
EML6	0.076194
PPM1M	0.076263
ANKRD6	0.076371
LCE3D	0.076404
PHF20L1	0.076432
FUT5	0.076465
NIP7	0.076471
SGSM3	0.076598
COLCA1	0.076656
REPIN1	0.076702
PFDN5	0.07671
SP3	0.07677
MYBPH	0.076811
WNK4	0.076841
TFAP2D	0.076878
TESC	0.076893
KAAG1	0.076912
MYC	0.077004
SIX4	0.077036
ZNF19	0.077111
HECTD3	0.077122
POC1A	0.077131
TRAPPC4	0.077199
OR10Q1	0.077232
DPM3	0.077235
FBXO24	0.077263
FSTL1	0.077335
PRMT7	0.077363
PIK3C2B	0.077433
CCL26	0.077453
CCNG1	0.077554
C5orf15	0.077575
ANO5	0.077582
PPP1R7	0.077804
SSR2	0.077933
RBM12B	0.07794
COL25A1	0.077995
MS4A12	0.078016
CYCS	0.078048
C11orf94	0.078089
ANKFN1	0.078108
SLC48A1	0.078119
OR5M11	0.07813
EVC	0.078161
TRPC3	0.078266
TRIO	0.078297
GDAP2	0.078322
CCL15-CCL14	0.078332
FGF7	0.078336
ZFPL1	0.078367
RAB3IP	0.078398
IER3IP1	0.078401
C1orf61	0.078422
UFD1	0.078438
PTGIS	0.078443
SLAMF6	0.078452
CENPQ	0.078563
GAS2	0.078596
RGS14	0.078712
RAB25	0.078716
SLC12A3	0.078731
SLFN14	0.078732
TIMM29	0.078732
TM7SF2	0.078745
HMGB1	0.078749
TSKS	0.078802
RPL34	0.07884
PINX1	0.078841
MKL2	0.078841
ZNF772	0.078861
RBM20	0.078905
TNFAIP6	0.078913
KYAT3	0.078934
CLASRP	0.079016
NAP1L4	0.07916
ECPAS	0.07917
ARPC2	0.079187
NUCB2	0.079205
RHOG	0.079266
TMEM209	0.079267
HSBP1L1	0.079281
SCG5	0.079334
UQCC1	0.079344
PYDC2	0.079354
LACTBL1	0.079425
SIPA1L3	0.079426
CDK9	0.079523
OR4D5	0.079623
CDA	0.079649
CRTC2	0.079654
ZG16	0.079738
ZNF34	0.079795
LRRD1	0.079807
HSD17B4	0.079833
RCBTB1	0.07985
MYPN	0.079871
LRRC63	0.079906
YIPF2	0.079928
PABPC3	0.079943
DUS2	0.080055
GSDMD	0.080056
ACYP2	0.08008
PIGS	0.080087
CHI3L1	0.080162
BCL9	0.080165
SLFN13	0.080201
AP1G1	0.080207
SLC4A1	0.080236
PEX11A	0.08026
SP110	0.080268
LIMD2	0.080296
DGKZ	0.080387
KCNQ4	0.080402
SERTAD3	0.080433
KIZ	0.080475
SLC16A4	0.080603
ITGAX	0.080633
OR1S2	0.080716
PLB1	0.080768
CCDC103	0.080791
RTN4	0.080803
MIB1	0.080809
POFUT2	0.080847
KLK5	0.080882
CHIT1	0.080923
BUB1B-PAK6	0.080926
ZBTB8B	0.080971
ADAM29	0.081045
PSMA3	0.081046
FCN1	0.081251
ZNHIT2	0.081312
TPCN2	0.081324
ISCU	0.081344
OR6T1	0.081407
ELAVL4	0.081449
TNFRSF10D	0.081483
AUTS2	0.081488
ACP4	0.081523
ZNF697	0.081531
NFKBIA	0.081539
CIPC	0.081543
TMC3	0.081572
PLK1	0.08171
RAB13	0.081754
SPRYD4	0.081754
TAF7	0.081767
ZNF676	0.081873
NSG1	0.081918
ZDHHC12	0.082038
TTC27	0.08205
ZNF860	0.082051
ZCWPW1	0.082143
TMC2	0.082143
GPRIN3	0.082158
FOS	0.08216
MFHAS1	0.082175
ZNF705E	0.082183
DCXR	0.082248
SPTY2D1	0.08227
SCAPER	0.082317
TOB1	0.082347
CAMSAP3	0.082417
RFPL1	0.082525
FCN2	0.082545
TET3	0.082568
MKNK1	0.082718
EHD4	0.082768
MARK4	0.082841
TLR9	0.082854
SCEL	0.082865
LYN	0.082941
CLTC	0.082994
FOXA1	0.083021
TSG101	0.083114
CHCHD7	0.083168
COA3	0.083184
HSD3B7	0.083221
TBX5	0.083313
SPEF2	0.083463
HOXC6	0.083477
CWH43	0.083496
TICAM1	0.083558
UVRAG	0.083567
FOXN2	0.083588
OTOL1	0.083643
TEFM	0.083661
APOA1	0.08371
LRRFIP2	0.08376
U2AF2	0.083844
GSE1	0.083931
DCAF4L1	0.083952
CASQ2	0.083969
ADAM22	0.083996
LY86	0.084
C22orf31	0.084032
ENTPD5	0.084124
S100G	0.084126
SLC26A6	0.084136
RITA1	0.084258
UGDH	0.084261
MDFIC	0.084334
NGFR	0.084389
ZNF250	0.084396
SIMC1	0.084584
OR6C68	0.084597
IFNA2	0.084726
MOCS3	0.084788
PRR12	0.084802
APCDD1	0.084821
PSME4	0.084822
ZNF623	0.084866
NDUFA4L2	0.08493
SLIRP	0.085159
SYCP1	0.085176
HAT1	0.085196
WNT7A	0.085217
IZUMO1R	0.085219
KBTBD8	0.085225
ITM2B	0.085284
C7orf71	0.085289
ANXA2	0.085347
PLET1	0.085366
PINK1	0.085374
FIS1	0.085418
KIF22	0.085422
HOXC5	0.085431
SPEM1	0.085466
FOXD2	0.08551
CIAPIN1	0.085584
GFAP	0.085649
FAHD2B	0.085657
KIF17	0.08568
AKT3	0.085712
LAMTOR2	0.085789
AHSP	0.085794
CCDC70	0.085881
ANTXRL	0.085885
FAM200B	0.085922
TMEM59L	0.085946
COL8A2	0.085983
OR52E6	0.086003
OR9Q2	0.086028
CCDC81	0.086197
RAB39A	0.086213
EPB41L1	0.086242
RPL8	0.086248
OR1N2	0.086298
TADA2A	0.086362
WDR82	0.08639
CD300A	0.086484
P2RY14	0.086516
UXS1	0.08653
NUDCD2	0.086559
AGR3	0.086587
SH3YL1	0.086707
APP	0.086714
SAMD4A	0.08675
CLEC2D	0.086885
RPS25	0.086887
LILRA6	0.086897
SESN3	0.08693
AGO3	0.086932
FER1L5	0.086987
PLBD2	0.087002
TMIGD1	0.087013
AMN1	0.087031
ITPRIPL1	0.087089
LCN2	0.087132
IL10RA	0.087156
NLRP11	0.087173
RYK	0.087187
LCT	0.087193
TAS2R41	0.087233
ZNF251	0.087319
CXCR2	0.087332
FGFR2	0.087377
R3HDML	0.087385
DLGAP4	0.087409
ARHGEF4	0.08741
TNN	0.08742
NPAS2	0.087436
HMMR	0.087437
POU4F3	0.087474
COQ9	0.087485
ANKRD63	0.087504
MYO10	0.087507
BRWD1	0.087508
C12orf42	0.087517
UROD	0.087595
HEXDC	0.087607
CCL17	0.087655
ZNF746	0.087689
ALK	0.087703
MOB3C	0.087705
MRVI1	0.08779
SRPRA	0.087819
ANKRD16	0.087862
SLC2A6	0.087985
MEI1	0.088019
COMMD3	0.088146
MEPCE	0.088147
IMPG1	0.088285
CCDC144NL	0.088312
USP38	0.088434
PHC3	0.088506
DCAF17	0.088515
PLEKHA2	0.088518
COMMD2	0.088525
OR1S1	0.088526
NAPEPLD	0.088536
SLC17A8	0.088564
PARP10	0.088649
ZNF835	0.088666
SEC61B	0.088667
EPHA1	0.088691
DCP2	0.088706
C8orf74	0.088712
RRAS	0.088745
SPATA2	0.088761
GOLPH3	0.088775
TFRC	0.088836
GKN2	0.088838
HSD11B1L	0.088838
CNOT6L	0.088845
PPP1R8	0.08886
KIF3B	0.088888
CASP7	0.088891
RNF148	0.088904
KIF7	0.089121
PPM1F	0.089135
LRRC2	0.089153
BICD1	0.089164
NDUFA11	0.0892
PQLC2	0.089228
CDC123	0.089251
ITGA9	0.089268
PRAMEF20	0.089348
EMILIN1	0.089388
TSHB	0.089452
NKIRAS2	0.089507
GCN1	0.089525
C5orf52	0.089538
OST4	0.089544
OR4D2	0.089558
FPGS	0.089563
SNAI3	0.089609
C6orf58	0.089614
GLYCTK	0.089618
JPT1	0.089628
NUDT2	0.089721
FGFBP2	0.089741
C16orf54	0.089764
FBXW11	0.089824
ADA	0.089846
RARRES2	0.089861
PLTP	0.090005
UGT3A2	0.090013
SLC22A24	0.09011
SLC30A8	0.090162
RPL35A	0.090163
ENO3	0.09022
C5orf38	0.090227
MASTL	0.090243
DHRS2	0.090286
FAU	0.090332
CDCA4	0.090401
YME1L1	0.090455
ST8SIA6	0.090461
C22orf46	0.090526
GLCE	0.090555
MAATS1	0.090561
LEFTY2	0.090618
LUZP1	0.090772
COG8	0.090814
SOX30	0.090843
AHCYL1	0.090888
CHIC2	0.090892
PPP1R14A	0.090904
TDP2	0.090946
PPID	0.090947
ZSCAN1	0.090948
SNU13	0.090964
GYPC	0.091016
STX10	0.091024
RNF135	0.091032
AGBL5	0.091144
WDR91	0.091156
SREBF2	0.091163
CALML3	0.091207
ENPP5	0.091208
PGLYRP4	0.091307
ADAMTS20	0.091345
NRTN	0.091352
KCNC2	0.091399
KANK4	0.0914
EIF2AK4	0.091489
ABCC6	0.091553
NLRP12	0.091582
ALDH1B1	0.091584
SLC16A6	0.091587
MIS18A	0.09168
PBXIP1	0.091685
CD44	0.091698
MSANTD4	0.091723
DHRS7	0.091793
AARS	0.091801
CD81	0.091807
BCAS4	0.091816
CYP21A2	0.091825
RNF133	0.0919
OR1J2	0.092012
AXIN2	0.092023
MRPL49	0.092224
SFRP2	0.09223
RBMXL1	0.092261
ZNF595	0.092271
DCC	0.092284
PF4	0.092312
STX12	0.09233
ZBTB40	0.092345
OR5AR1	0.092371
KCNK17	0.092383
PRMT1	0.092469
ADORA1	0.092489
ITGAM	0.092497
SLC28A2	0.092572
CPEB1	0.092639
SLFN12	0.092645
REXO4	0.09268
RAPGEF3	0.092685
NFATC2	0.092697
PPP1R35	0.092699
RPE65	0.092712
DEFB123	0.092792
DMRT2	0.092808
TMEM163	0.092833
CYSLTR2	0.093012
LRRTM3	0.093016
APBA1	0.093026
CNTNAP1	0.093059
C19orf70	0.093083
PSMA5	0.093152
PLIN1	0.093259
KLK6	0.09336
MED27	0.093368
MCM6	0.093369
RABIF	0.093401
GSX1	0.093456
FAM25A	0.093458
SPINK6	0.093469
EN1	0.093484
RER1	0.09356
UGT2B28	0.093635
LMLN	0.09365
STARD6	0.093673
VPS13D	0.093695
PGAP2	0.093709
PKN3	0.093721
FEZF2	0.093891
CX3CL1	0.093893
IFNA4	0.093902
GRINA	0.093918
OR4C3	0.093949
CCDC24	0.093962
CDYL2	0.094088
HDHD2	0.094117
EPX	0.094147
SORT1	0.094285
OR6X1	0.094294
SPEM2	0.094407
BORCS5	0.094409
PPBP	0.094424
DLST	0.094438
ZNF169	0.094472
C12orf10	0.094506
SOWAHB	0.094528
CLEC7A	0.094544
ZNF354A	0.094579
UBTF	0.094581
OR1L8	0.094595
TMEM71	0.094606
COX6B1	0.094656
FRRS1	0.094732
THSD1	0.094759
CBL	0.09476
KAT14	0.094837
ZNF718	0.094921
AP3B2	0.094984
DSG2	0.094992
SKOR2	0.095004
OR7G3	0.095044
PHAX	0.095054
ST6GAL1	0.09529
TRMT1L	0.095292
BFSP1	0.095416
BCL2L13	0.095425
ESPL1	0.095432
PPIF	0.095441
GALNT1	0.095459
PALMD	0.095533
TAL2	0.095562
CSRNP3	0.095624
SYMPK	0.095641
DMXL1	0.095665
ZNF517	0.095684
ADORA3	0.095701
INTS10	0.095951
AATF	0.095999
GTF2E2	0.096011
CCL22	0.096078
PRSS33	0.096178
UEVLD	0.096192
PRR15	0.096198
ATF6	0.096203
LEXM	0.096272
TEX46	0.096305
PODXL2	0.096318
SLC34A1	0.096383
PET117	0.096431
ZNF677	0.096476
TP53AIP1	0.096525
EFCAB13	0.096549
ZMYM1	0.096578
MAT2A	0.096631
TRPM1	0.096656
APOC3	0.096723
BIRC6	0.096735
MNDA	0.096781
CNN3	0.096819
EIF2B3	0.096976
KDM1A	0.097025
TRA2B	0.097101
SLC2A7	0.097116
MIER3	0.097225
ELFN1	0.097227
ASB1	0.097254
UNC119B	0.097266
IGFBPL1	0.097279
SCN4B	0.09729
PLEKHH3	0.097336
TNFSF8	0.097385
CCDC84	0.097495
ACADS	0.097534
OR6M1	0.097559
MAP3K13	0.097573
C2orf50	0.097582
ZFR2	0.097599
ATP4B	0.097603
MFSD5	0.097618
COX6C	0.09762
KBTBD3	0.097682
ZBED6CL	0.097712
TEAD1	0.097745
RBBP9	0.097763
LRRC45	0.097779
AUH	0.097819
HRK	0.097913
CSNK1A1L	0.098014
TMPRSS11E	0.098021
SPTBN4	0.098078
TOMM7	0.09813
PI16	0.098162
PLAG1	0.098169
GZMB	0.098205
ULBP1	0.098276
SLC1A2	0.098282
TOP3B	0.098298
AVEN	0.098334
DUSP10	0.098338
ASXL1	0.098352
C5orf63	0.098369
PEX12	0.098405
VAV3	0.098439
SULT2A1	0.098512
NRG4	0.098565
USP22	0.098589
ZCWPW2	0.098617
EFNA5	0.098661
MSGN1	0.09869
SPACA9	0.09869
IFIT5	0.09874
VPS4A	0.098742
ABCB11	0.098772
ZPBP	0.098802
NSMCE4A	0.098834
ZNF551	0.098912
SIGIRR	0.09905
SCN2B	0.099073
CLBA1	0.099126
ADAMTS9	0.09924
RHD	0.099335
RPL36	0.099341
EPRS	0.099348
OR4F21	0.099354
CAPN9	0.099709
CXCL5	0.099761
C1orf174	0.099785
MSX2	0.099835
ZNF180	0.099848
BCL2L1	0.099869
RCL1	0.099876
ANAPC5	0.099984
TMEM89	0.099987
GATA2	0.099991
CWC15	0.10009
CEP85	0.1001
GPR149	0.10016
NFATC1	0.10027
MAP3K9	0.10028
PIN1	0.10032
OR8D4	0.10044
ITLN2	0.10045
ZPR1	0.10056
IRX2	0.10057
TMPRSS12	0.10057
IFT122	0.10066
PKP3	0.10081
VPS18	0.10081
GPBAR1	0.10082
DNAJC21	0.10087
SLCO1B1	0.10087
DEPDC1	0.10088
SLC29A3	0.10091
CAPN15	0.10092
PPFIA4	0.10094
SNX19	0.10094
GLYR1	0.10097
POLR2C	0.10105
POLR3F	0.10106
POLI	0.10113
ZNF124	0.10114
TRPA1	0.10115
C3orf58	0.10118
TNS3	0.10122
MAP3K7	0.1013
GGCX	0.10131
GMPPA	0.10137
PPP1R3E	0.10138
VPS36	0.10143
KIF18B	0.10151
KIF2C	0.1016
TRIM59	0.10163
NLGN1	0.10163
DNMT3B	0.10178
IFNA17	0.10185
NENF	0.10202
SFXN5	0.10203
PLD3	0.10207
PGR	0.10211
PDIA2	0.10217
KLRK1	0.10223
GBX1	0.1023
SYVN1	0.10231
IFNA10	0.10233
NSUN7	0.10235
DEFB116	0.10235
OR3A1	0.10237
RARG	0.10239
ZFP90	0.10244
FSTL4	0.10246
RAB5A	0.10252
CREB3L2	0.10256
FAM241B	0.10258
C1QTNF7	0.10271
SUPT20H	0.10273
MAPK1IP1L	0.10274
ALG8	0.10293
SAYSD1	0.10297
SH3RF2	0.10298
C11orf68	0.10302
SPDYE2	0.10303
ITGB1	0.10308
HMGXB3	0.1031
NR1H4	0.10318
GPR75	0.10324
KCNJ16	0.10324
LAMP5	0.10329
RASD1	0.1033
DPY30	0.10337
NUP62	0.10343
KRT18	0.10344
PTPN21	0.10351
EXOSC2	0.10357
ANGEL1	0.1036
UGGT2	0.10362
CCT8	0.10367
CRTAM	0.10375
CASTOR2	0.1038
SMTNL1	0.10384
LRRC72	0.10396
SAXO2	0.10397
RUNX1	0.10397
PHLPP1	0.10403
ANKRD36	0.10412
FASTK	0.10421
ATF5	0.10422
FUT6	0.10424
DNAJC3	0.10425
CCDC27	0.10429
STK10	0.10432
SETD3	0.10433
PTH2R	0.10436
FSD2	0.10438
NACC1	0.10439
IER2	0.1045
OR4S1	0.1046
GLDC	0.10464
EIF2S2	0.10465
PROK2	0.10466
APOA5	0.10484
PFN1	0.10484
VWF	0.10486
DRAP1	0.1049
ANO2	0.1049
SPIC	0.10492
WIPI2	0.10497
MAPK8IP1	0.10498
C11orf54	0.10502
ENSA	0.10504
PRSS41	0.10506
ACTR10	0.10511
C8orf33	0.10512
ESR2	0.10512
MAP1LC3C	0.10514
DNAJC19	0.10516
BUD13	0.10525
SDK2	0.10528
LMAN2L	0.10529
GOLGA4	0.10529
UNC5B	0.1053
SCMH1	0.10541
IFNA7	0.10565
SH3BGRL	0.10576
LRRC61	0.10578
EID1	0.10592
TNR	0.106
PROP1	0.106
LDLRAD3	0.10601
ATP6V1B1	0.1061
REP15	0.10615
SWT1	0.1062
BCL2L12	0.10621
DHX40	0.10625
GJB4	0.10627
