GENE	RA
CHST15	0.13787
RCC1L	0.1379
EPM2AIP1	0.13795
BORCS8	0.13802
TWF2	0.13805
TET3	0.13811
ETFBKMT	0.13822
STAB1	0.13838
MLH1	0.13841
C11orf49	0.13847
NEK2	0.13853
CXCL2	0.13853
RFNG	0.13853
MUC5AC	0.13854
HBA2	0.13855
SORCS1	0.13856
C1QTNF7	0.1386
TPGS1	0.13881
PTPN23	0.13882
ST7L	0.13883
SLC37A4	0.13883
PACSIN3	0.13884
PPP1R35	0.13905
ARL10	0.13906
PCBD2	0.13908
STK32A	0.13918
RFX7	0.13929
GRTP1	0.1393
ISG15	0.13932
MNAT1	0.13934
EDEM2	0.13935
CCDC24	0.13943
MGAT4A	0.13944
FMOD	0.13952
SCAPER	0.13957
MYOM3	0.1396
IL11	0.1396
TMEM252	0.13961
CCDC43	0.13968
CFHR1	0.13976
TNN	0.13985
SLC29A4	0.13988
UVRAG	0.13991
ITSN1	0.13994
ARID3C	0.13997
CPVL	0.13998
ZNF583	0.14003
S100A13	0.14004
RPP30	0.14005
NELFA	0.14006
ALDH5A1	0.14006
LATS2	0.14009
CACHD1	0.14013
KCTD6	0.14017
HSD3B7	0.14018
ENTPD3	0.14019
SLCO2B1	0.14021
OR2S2	0.14023
TYW1B	0.14029
FOXL1	0.14031
FSIP1	0.14033
CYP26C1	0.14036
LPXN	0.14037
EFNA1	0.14038
AGPAT3	0.1404
KIF1BP	0.14046
SSTR4	0.1405
CDYL2	0.14054
GEMIN7	0.14057
ANXA2	0.1406
SPRR1A	0.14065
TIMM10	0.14066
LVRN	0.14077
EXOC3L2	0.14088
ELANE	0.14102
ST8SIA5	0.14103
STXBP5L	0.14112
OR7C2	0.14117
CHKA	0.14118
NT5C2	0.14119
NSG1	0.14123
MTAP	0.14129
TTC30B	0.1413
SLC8A3	0.14133
SLC39A1	0.14144
ANKAR	0.14149
SPRR2F	0.1415
SPRR2A	0.1417
COQ6	0.1417
GSC	0.14174
SIVA1	0.14176
TCF25	0.14176
FERMT1	0.14182
UCKL1	0.14184
SMYD1	0.14185
SPATA18	0.1419
THAP9	0.14191
CAPN11	0.142
TCP11L1	0.14201
TAS2R20	0.14209
SHLD1	0.14213
FPR3	0.1425
OTOP1	0.14258
NEFL	0.14281
FEZF2	0.14288
CD163L1	0.1429
RAPGEF3	0.14292
VTI1A	0.14295
SLC22A16	0.14296
CD8A	0.14297
SIMC1	0.14306
PAWR	0.14308
DPYSL4	0.14316
MED8	0.14319
GAD2	0.14322
SCUBE3	0.14323
PSPN	0.14354
MSI2	0.14357
TLX1	0.14365
TAS2R31	0.14366
TRUB2	0.14368
APBB1IP	0.14387
WEE1	0.14397
RACK1	0.14407
ASB16	0.14412
PRLH	0.14422
CIRBP	0.14428
PI16	0.14431
STMN1	0.14452
PRSS56	0.14453
HTR1D	0.14457
NKD1	0.14458
CDCA8	0.14463
MYO15A	0.14471
PDE12	0.14473
ZNF19	0.1448
CREBL2	0.14488
DIS3L	0.14501
TMEM135	0.14502
SMARCA4	0.14503
IFNA4	0.14513
TTC7B	0.14514
C6orf62	0.1452
LAMA2	0.14522
UCP1	0.14536
IL17REL	0.14537
SFRP1	0.14538
PLEKHH3	0.14542
HSF5	0.14542
LENG1	0.14543
CD44	0.14545
PSAT1	0.14547
TAF10	0.14555
SMIM5	0.1456
HMCES	0.14572
PYCARD	0.14578
CIAO1	0.1458
REX1BD	0.14585
MUCL1	0.14593
ZNF300	0.14599
NCK1	0.14607
RGL3	0.14608
HNF1B	0.14609
OXSM	0.14611
HINT2	0.14614
CFAP43	0.14616
IFNA7	0.14627
ARL2	0.14629
METTL7B	0.14641
BANF1	0.14644
LATS1	0.14653
GRSF1	0.14654
SIPA1L3	0.14659
C11orf68	0.14663
N4BP2L1	0.14666
H2AFZ	0.14671
JPH4	0.14673
DSCC1	0.14678
DNAJB14	0.1468
GOLGA6L9	0.1468
HNRNPR	0.14697
CUEDC1	0.14708
PSME4	0.14709
SMARCD3	0.14723
MED17	0.14724
CEP250	0.14728
PABPN1L	0.14729
STK10	0.14733
DOK6	0.14739
ITGBL1	0.14744
XYLB	0.1475
HBB	0.14752
IL31RA	0.14753
ZFR	0.14761
NKX2-8	0.1478
ARHGEF10L	0.14785
AGPAT5	0.14787
KRTAP10-8	0.14794
S100A14	0.14798
KANSL3	0.14803
SPATA7	0.14803
DYNC1LI1	0.14804
C12orf75	0.14804
QPRT	0.14808
TMEM179	0.14819
GALNT3	0.14821
GPR108	0.1483
RYR1	0.14834
NFIX	0.1485
CLPSL1	0.14855
LRRC20	0.14865
CLIC3	0.14869
RIT2	0.14871
EDIL3	0.14874
GALNT1	0.14879
TMEM59L	0.14879
PSMA1	0.14885
TMEM119	0.14886
TEFM	0.14886
MAP3K7CL	0.14889
ALG8	0.149
UVSSA	0.14919
ETV1	0.14922
VPS9D1	0.14923
LRR1	0.14924
WDR20	0.14927
MYO7A	0.14933
FAM155A	0.14935
HOXC11	0.14939
CLEC2A	0.1494
MYADML2	0.14949
EPN2	0.14964
SPRY1	0.14967
DCAF4L1	0.14981
IPMK	0.14984
DEFB113	0.14988
DPP8	0.14989
SDR39U1	0.14993
KCNK12	0.15
AK7	0.15013
MEPCE	0.1502
GLB1L3	0.15024
IRF3	0.15028
PPA1	0.15032
GPIHBP1	0.15036
LAYN	0.15044
PLXDC2	0.15048
C19orf84	0.15059
ADAMTS4	0.1506
PEX12	0.1508
CDK11A	0.15082
OR5AP2	0.15084
LMF1	0.15084
TRIM3	0.15096
ABCC6	0.15099
KLHDC8A	0.151
PI15	0.15105
MAL2	0.15112
ADAM7	0.15129
SPX	0.15131
ZBTB10	0.15134
TMEM154	0.15136
KRT16	0.15139
CCDC9B	0.15141
ITGAX	0.15175
SLC45A2	0.15176
RASGRP3	0.15177
VNN2	0.15181
HOXD3	0.15195
VAPB	0.15195
BLOC1S1	0.152
RAB27B	0.152
SEMG2	0.15205
ITIH3	0.15209
PRDM4	0.15216
GSTM1	0.1522
NEK3	0.15231
DEFA1	0.15237
SEMA4B	0.15237
TAL2	0.15267
VPS26B	0.15267
COPRS	0.15269
MAFF	0.15275
UGGT2	0.15285
RPIA	0.15299
ZCCHC3	0.15316
OR1N2	0.15318
CALR	0.1532
BCL2L12	0.15329
FBXO22	0.15332
AGBL3	0.15333
EGF	0.15338
DEFB121	0.15347
STX4	0.15358
PODXL2	0.15378
IFITM1	0.15381
CFHR5	0.15387
PTCH2	0.15406
AHCYL2	0.15407
TOX2	0.15411
NIPA2	0.15415
LILRB1	0.15417
SFRP4	0.1542
OR8B3	0.15421
SSFA2	0.15448
ITIH1	0.15451
BLVRA	0.15452
TAS2R50	0.15457
IPO4	0.15459
ZNF777	0.15461
PSG6	0.15467
CCDC74B	0.15468
NSA2	0.15471
MGAT4C	0.15477
PDIA4	0.15488
SKOR2	0.15488
COPS7A	0.1549
LY6K	0.15492
ALAS1	0.15493
ADAMTS14	0.15502
CDKN2A	0.15506
MRPL33	0.15526
SLC2A4	0.15526
SETSIP	0.15528
ZNF585B	0.15531
RPRML	0.15535
LY96	0.15536
OR5AR1	0.15536
MSRB3	0.15536
IGHA2	0.15543
SLC28A1	0.1555
PPBP	0.15566
NETO1	0.15569
SEPT4	0.15592
WWC2	0.15603
KRTAP7-1	0.15605
SHISAL2A	0.15606
SLC35G5	0.15606
S100A1	0.15614
SNRK	0.15618
SKA2	0.1562
TBC1D28	0.15629
TAS2R14	0.1564
TP53	0.15655
LRRC63	0.15658
RBPJ	0.15661
GNL3	0.15667
MPHOSPH10	0.15669
MYMK	0.1567
BLOC1S5	0.15674
HTR4	0.15677
C1orf74	0.1569
OR5B17	0.1569
MAPK13	0.15693
KRCC1	0.15704
CCDC57	0.15705
RCOR1	0.15707
CCNE2	0.15708
LIPK	0.15711
C3orf58	0.15727
PCIF1	0.15737
FAM220A	0.15739
THSD1	0.15745
NEK4	0.15747
LRRC19	0.15748
AHSP	0.1575
SIRT5	0.15752
C3	0.15752
OR51E1	0.15753
COA7	0.15761
TAS2R46	0.15765
LIX1	0.15767
ZXDC	0.1577
MDH1	0.15772
TECPR2	0.1578
NFATC3	0.15783
VTCN1	0.15791
LYVE1	0.15792
C12orf71	0.15803
NCKAP5L	0.15815
PITPNC1	0.15816
CNPY3	0.15836
CAPZB	0.15847
C4BPA	0.15847
IFIH1	0.15848
TEX29	0.1585
VIT	0.15866
TCL1B	0.15868
GABARAPL1	0.15869
EIF1AD	0.15872
SP7	0.15877
TYRO3	0.15877
RGMB	0.15886
HRK	0.15902
ARHGEF33	0.15905
CMTM8	0.15907
CCDC136	0.15927
NUPL2	0.1593
MAPRE1	0.15931
KIF17	0.15932
NEFM	0.15938
TSHZ2	0.15942
AHCY	0.15971
PPP1R14C	0.15978
HMGB4	0.15979
RAB39A	0.15982
TIPRL	0.15984
PLOD3	0.15988
TMC3	0.15992
MAPT	0.15998
AUNIP	0.15999
SRSF10	0.16001
ACSBG1	0.16004
SLC1A3	0.1601
FITM2	0.16011
STH	0.16015
NNAT	0.16027
OASL	0.16033
VMO1	0.16033
TRABD2A	0.16037
COL4A2	0.16038
TAX1BP3	0.16039
TMEM125	0.16047
CCDC157	0.16047
LILRB4	0.16049
NXPH4	0.16058
PIK3CA	0.16063
FAM186B	0.16066
LONRF1	0.16079
PALB2	0.1608
RDH10	0.16089
C17orf64	0.16096
PDCD4	0.16102
TSSK2	0.16114
RNF187	0.16116
ANKRD18B	0.16124
LAMP1	0.16126
ERCC6	0.16129
PRL	0.16137
GOLGA2	0.16138
SLC22A31	0.16151
ZACN	0.16154
KDELR2	0.16169
RELA	0.16175
SLC14A1	0.16179
FGF9	0.16191
LRP11	0.16194
CCDC117	0.16197
TJP2	0.16198
ABL1	0.16221
OBSL1	0.16224
MPPED2	0.16231
ZNF331	0.16237
IQCF3	0.16241
CCDC126	0.16244
OGFOD3	0.16249
ZNF148	0.16253
DEFB115	0.16256
HMGXB3	0.16259
SCGB1D4	0.16272
LHX4	0.16273
PNRC2	0.16274
CASKIN1	0.16277
ZNF835	0.16279
FRMD6	0.16283
GRXCR1	0.16287
TMEM250	0.16288
PTPDC1	0.16289
REG3G	0.16292
TRIB1	0.16294
CXCL8	0.16295
GLP1R	0.16299
ABCA10	0.16304
TEKT1	0.16308
VEZF1	0.16321
SPRR3	0.16324
FAM221B	0.16324
GOLGA6L10	0.16332
PDS5B	0.16333
ARHGAP11A	0.16337
ZNF775	0.16338
FUT7	0.16345
LGR6	0.16356
PRELID3B	0.16364
XRCC6	0.16365
GPR161	0.16366
ZNF816	0.16367
CHST1	0.16371
FAAP100	0.16381
RARS	0.16383
SPTY2D1	0.16388
CHPF	0.16393
MYO9B	0.16397
MSI1	0.16411
ABCB11	0.1643
HPSE	0.16434
NKIRAS1	0.16445
PDCD2	0.16445
FBXO8	0.16446
PDE6C	0.16465
MAP3K2	0.16469
TMEM63A	0.16472
SLC26A6	0.16473
RNF26	0.16473
EDEM1	0.16475
OR4D5	0.16476
THYN1	0.16485
G6PC2	0.16507
MN1	0.16508
TCTEX1D4	0.16511
PIFO	0.16511
TNK1	0.16512
LSM14B	0.16516
INMT	0.16529
PODNL1	0.16541
ACR	0.16548
HORMAD1	0.16576
OR4F6	0.16578
LRIF1	0.16581
NAV1	0.16584
OR6A2	0.16585
PRAM1	0.16585
GPR35	0.16593
EFCAB12	0.16601
CPT1A	0.16603
COL7A1	0.16607
GABRR2	0.16609
XBP1	0.16614
PDXDC1	0.16615
LTBP2	0.16623
VSTM2L	0.16637
C1orf94	0.1664
SMIM15	0.1664
KATNAL1	0.16642
C1orf162	0.16668
SS18L1	0.16684
HOXA6	0.1669
HELB	0.167
IGLON5	0.16701
DCBLD2	0.16707
FGF14	0.16712
JUN	0.16713
B4GALT6	0.16718
PRKAG2	0.16719
BNIP2	0.16729
CLSTN2	0.16736
WDR66	0.16747
PBRM1	0.16758
CASR	0.16767
PTGDR2	0.16769
ARHGAP33	0.16777
CST3	0.16784
SSX2IP	0.16787
RTRAF	0.16787
MYCL	0.16788
BLCAP	0.16797
TTI1	0.16803
TRNT1	0.16805
POC1A	0.16805
EDNRB	0.16812
LRRC72	0.16838
KRT13	0.16843
OR9I1	0.16844
CAMTA1	0.16849
ZNF519	0.16855
CSKMT	0.1686
TBC1D2B	0.16872
CDX1	0.16879
GLE1	0.16882
HACD3	0.16885
SNAPC5	0.16897
BPIFA3	0.16909
TEX35	0.16918
ARHGEF12	0.1693
PUM1	0.16934
TMEFF2	0.1694
C20orf197	0.16946
HDHD3	0.1695
HTR3E	0.16953
TLR9	0.16954
APOF	0.16956
GCNT4	0.16966
ERAL1	0.16968
MAEA	0.16991
MYADM	0.16994
SLC12A1	0.16997
ACOT13	0.17
MFSD10	0.17008
PTBP1	0.17011
ATP5S	0.17012
NUAK2	0.17026
PROK1	0.17031
TRIM42	0.17035
NPAS2	0.17037
ZNF70	0.17039
MYOT	0.17045
GPR55	0.17049
RAPGEF2	0.17056
CS	0.1707
JUND	0.17072
GNAI3	0.17082
SLC17A8	0.17082
NAXD	0.17085
MSH2	0.17088
APOBEC3G	0.17094
ZFP69B	0.17106
RD3L	0.17107
C22orf39	0.17107
H3F3B	0.17115
PPP4R2	0.1712
DYNAP	0.17122
HDAC11	0.17125
CKAP5	0.17125
CSNK1A1L	0.17134
LIM2	0.17139
PRDX2	0.17151
C1orf141	0.17157
TEX47	0.17161
ADGRL2	0.17168
CST9	0.1717
RSPH6A	0.17186
METTL16	0.17189
RAPH1	0.1719
BLMH	0.17194
CRISPLD2	0.17199
DSEL	0.1721
PSMD3	0.17214
SPPL2C	0.1722
ZNF329	0.17222
DRAXIN	0.1723
ZCWPW1	0.1723
PLLP	0.17233
TMEM141	0.17234
ZFAND2B	0.17236
IHH	0.17238
WDFY2	0.17253
UGP2	0.17258
AAMP	0.17269
DESI2	0.17269
DMGDH	0.17282
ACTR3B	0.17282
FOLR3	0.17284
BECN2	0.17293
FAM20C	0.17301
VMP1	0.17306
GTF2H3	0.17307
NLRP8	0.1731
HASPIN	0.17328
MARCH4	0.17331
KHNYN	0.17345
PPP3R1	0.1735
AGMO	0.17359
NRG4	0.17369
OR13C3	0.17372
IER2	0.17378
TNFSF15	0.1738
C12orf66	0.17381
UFD1	0.17383
OR1Q1	0.17399
WFDC2	0.17402
ADD3	0.17404
FAM161B	0.1741
C15orf61	0.17412
CARD19	0.17417
GGT5	0.17419
UBQLN4	0.1742
AGBL4	0.17429
STX1B	0.1743
PARP14	0.17439
TPPP2	0.17459
MANSC4	0.17462
SLC5A7	0.17469
AP3S1	0.17476
GML	0.17476
LRRTM4	0.17478
SIRT2	0.17478
SUSD4	0.17484
MAP3K1	0.17493
EPC1	0.17496
TMEM8B	0.17498
TMEM50A	0.17504
ACOT6	0.17505
MAPK11	0.17522
MTIF2	0.1754
CETN3	0.1754
GNRHR	0.17544
AVPI1	0.17544
TJP1	0.17545
TPT1	0.17548
SLC7A1	0.17564
TCAF1	0.17568
PIWIL1	0.1758
AMY1B	0.17581
CHPT1	0.1759
SYNPO2L	0.17608
C14orf180	0.17621
MAP6	0.17622
HAS3	0.17626
EDNRA	0.17636
OR13C4	0.17641
ACER1	0.17648
WASHC4	0.17654
UTS2R	0.17657
PTGR1	0.17664
TSHB	0.17665
PSMC1	0.17678
RHO	0.1768
RDX	0.17681
ZNF680	0.177
CEACAM7	0.17714
ANKRD30A	0.17725
NPLOC4	0.17726
COMMD7	0.17726
BDKRB1	0.17729
ITLN1	0.1774
SLC6A13	0.17743
HOXD11	0.17747
DGLUCY	0.17757
PLD5	0.1776
STIM2	0.17761
GET4	0.17785
CNTD1	0.17787
RNF122	0.17788
GNA14	0.17793
CLASP2	0.17808
DNAAF4	0.1781
YJU2	0.17814
FSD2	0.17818
RPS20	0.17822
ITGB6	0.17827
TMEM35B	0.17828
LHFPL2	0.17829
CYLD	0.17836
STAM	0.1784
IQCA1L	0.17841
RNF14	0.17842
ZNF587	0.17842
TPBGL	0.17844
RORC	0.17846
OR5M3	0.17848
GPR26	0.17849
SYCP3	0.17852
NOG	0.17856
ETV6	0.17857
TMEM109	0.17859
THG1L	0.17865
UGCG	0.17866
FAM25A	0.17872
CCL26	0.17873
MYBL1	0.17878
PDHA2	0.17881
IRF7	0.17881
AQP2	0.17883
INAFM2	0.17886
DDX25	0.17889
SLC25A13	0.1789
PRCD	0.17893
HS6ST3	0.17909
MAGI2	0.17914
CCNA2	0.17926
AKR7A3	0.17928
CNBP	0.17929
SMIM12	0.17931
GLB1L2	0.17934
CHI3L2	0.17935
GINS4	0.17936
RNASEK	0.17937
CALM3	0.17943
ADGRG7	0.17956
TRIM24	0.17957
CHCHD2	0.17964
SIAH2	0.17965
MFSD2A	0.17969
PLXNB2	0.17971
CPSF3	0.17979
AP1AR	0.17989
WBP1L	0.17994
DEFB114	0.17996
HSPB3	0.18
ACTR5	0.18003
NLRP2B	0.18004
ZNF23	0.18009
SLC25A18	0.18009
UGT3A2	0.18021
LANCL1	0.18031
MSTN	0.18032
C9orf139	0.18033
THBS2	0.18034
ZNF16	0.18041
ZNF683	0.18045
POLR3GL	0.18045
PAXX	0.18049
ZNF516	0.18061
ANKMY2	0.18067
VN1R2	0.18075
SLC22A11	0.18081
LGALSL	0.18088
ZNHIT3	0.1809
TMEM168	0.18091
KRTAP10-7	0.18103
REG1A	0.18111
XAB2	0.18114
CRYGN	0.18116
DNAH9	0.18119
CLVS2	0.18124
ZNF491	0.18128
CPEB1	0.18133
LMLN	0.18141
KLHL26	0.18155
ERFE	0.18168
SNX9	0.1817
SEMG1	0.18171
OTUD3	0.18184
REV3L	0.18184
COX6B1	0.1819
TMEM205	0.18193
SNX24	0.18202
TXNDC12	0.18208
LILRA6	0.18215
ALS2	0.18218
LYRM4	0.18218
KIAA1217	0.18218
ACTR3C	0.18231
SLC16A6	0.18231
BPIFA2	0.18235
DCP1A	0.18239
CASP4	0.18252
ZNF250	0.18259
RPS5	0.18266
LRIT2	0.18267
DOK4	0.1827
RGS20	0.18283
URM1	0.18286
SPCS2	0.18288
RPL14	0.18291
PCDHAC2	0.18308
CER1	0.18308
CDYL	0.18323
HYI	0.18328
HMSD	0.18328
BTBD16	0.18335
TSPAN1	0.18341
SYK	0.18348
C16orf58	0.18351
GK5	0.18355
KIF18B	0.18356
ENPP1	0.18357
WDR87	0.18357
OR2M7	0.18359
BCKDK	0.1836
MGRN1	0.18366
FAM153B	0.18372
CDHR5	0.18382
CRYGS	0.18385
C3orf56	0.1839
PHOSPHO1	0.18391
SZRD1	0.18398
TMEM39A	0.18398
SPATA46	0.18399
DIS3	0.18404
SOX11	0.18415
ELOA	0.1842
HOXC12	0.18429
OR52A1	0.18432
YWHAG	0.18438
TMEM233	0.18443
ANKRD30B	0.18444
ZNF773	0.18445
LRRC45	0.18454
ONECUT3	0.18461
SMTNL2	0.18467
C22orf46	0.18488
TMEM67	0.18499
OR7A5	0.18499
GRK4	0.18503
OR52N2	0.18505
LRRC74A	0.18518
GRN	0.1852
BMP4	0.18523
IDUA	0.18525
ADAMTS9	0.18535
THBS1	0.18535
ZSWIM5	0.18539
MYL9	0.18546
FREM1	0.1855
ORAI3	0.18555
ERP27	0.18563
C17orf51	0.18569
ZNF286B	0.18573
CALCOCO2	0.18573
STX10	0.18578
OR5B21	0.18582
MEI4	0.18593
LDHD	0.18594
DCLK1	0.18607
ZNF382	0.18607
OR8B2	0.18611
ZFYVE9	0.18616
SMPD4	0.18621
POTEE	0.18621
AS3MT	0.18624
SBF2	0.18632
AQP12A	0.18635
ZNF587B	0.18636
ILKAP	0.18637
PCOLCE	0.18639
SIKE1	0.1864
IL23A	0.1864
OR5B3	0.18641
EQTN	0.18644
H3F3C	0.18645
KTI12	0.18648
ACTN4	0.18654
TRIL	0.18655
C4orf48	0.18656
ADGRA3	0.18656
YY1	0.18669
TTLL1	0.1867
OR13F1	0.18673
SLX4	0.18673
CHAF1A	0.18674
TARDBP	0.18677
ARHGEF37	0.18679
INTS2	0.18682
RAB8B	0.18692
EIF4G1	0.18694
TAS2R19	0.18697
GANAB	0.18705
CRX	0.18708
IL10	0.18719
DCAF6	0.18722
RAB26	0.18722
GRAPL	0.18723
DIRC1	0.18724
FAM169A	0.18725
MEF2C	0.18725
OR5AN1	0.18727
AGL	0.1873
NOTUM	0.18732
TMEM38B	0.18744
ZNF611	0.18748
PTBP2	0.18749
ZNF710	0.1875
DSC2	0.1876
KBTBD8	0.18766
ALK	0.18767
CAMK2D	0.18769
KIF3C	0.18779
NOCT	0.1878
BRWD1	0.18781
TBCK	0.18792
OTUD1	0.18797
ERICH6	0.18799
TMEM150A	0.18808
DGKB	0.18815
CNTFR	0.18823
NCSTN	0.18828
OLIG1	0.18828
PHYHIPL	0.18831
NDUFC2-KCTD14	0.18834
LRAT	0.18842
RAB3IP	0.18843
RNF175	0.18846
NPAS3	0.18849
UNC5D	0.18853
SMARCA5	0.1886
FAM209A	0.1887
ABCG5	0.18878
EPHA6	0.18884
FERMT3	0.1889
PRKCD	0.189
SYT5	0.18904
TBCCD1	0.18913
ZNRF4	0.18914
DERL2	0.1892
CARD14	0.18921
NPB	0.18921
CXCL5	0.18926
PALM	0.18927
SNU13	0.18934
ZNF431	0.1894
LILRA2	0.18948
DDX24	0.18949
BBS7	0.18955
SLC25A34	0.18969
USP50	0.18973
AASDHPPT	0.18976
RAD23A	0.18978
PLA2G2D	0.18981
THBD	0.1899
DEPDC1B	0.19
EFEMP2	0.19012
WNT8A	0.19018
KCTD14	0.19019
ZFYVE26	0.19031
GSTM2	0.19038
PTGIS	0.1904
HIRA	0.19045
LAMTOR4	0.19052
EVPLL	0.19053
FXYD1	0.19053
FZD4	0.19056
BTG3	0.19065
C4BPB	0.19068
RNF222	0.1907
GRPEL1	0.19081
OR52N1	0.19084
MTFP1	0.19095
ZNF596	0.19103
OTX2	0.19118
CATSPER4	0.1912
SGO1	0.19127
SZT2	0.19128
ARF4	0.19129
SLC34A2	0.19138
ABCD3	0.19149
CEACAM20	0.19152
NEUROD1	0.19154
FRRS1	0.19158
APOBEC3C	0.19161
IFITM2	0.19164
RNASEK-C17orf49	0.19171
RPS6KA2	0.19178
BICD1	0.19185
OR8D4	0.19188
POPDC2	0.19191
MYRIP	0.19195
ARHGAP19-SLIT1	0.19195
AMFR	0.192
TEX10	0.19204
C5orf58	0.19207
IFNLR1	0.19211
TMED4	0.19216
FAT3	0.19218
COCH	0.19218
C3orf79	0.19221
ZNF726	0.19223
DCUN1D4	0.19232
SNF8	0.19238
FPGS	0.19241
RABGAP1L	0.19243
LHX6	0.19244
CFTR	0.19261
C5orf66	0.19263
PLAGL2	0.19272
INTS14	0.19274
CLEC20A	0.19279
PGAM4	0.19284
CXCL14	0.19287
PPP1R13L	0.19296
PSMB1	0.19298
PITPNA	0.19304
STARD3NL	0.19309
NPHP1	0.1931
A1BG	0.19316
WNT5A	0.19322
HAPLN3	0.19323
WFDC11	0.19335
MED21	0.19339
EXOSC9	0.19345
FAM43A	0.19348
KRT20	0.19355
SRSF1	0.19363
PRUNE1	0.19371
HIBADH	0.19371
OR51E2	0.19372
ZNF14	0.19373
EIF3K	0.19385
CTDSPL	0.19389
PSME1	0.19395
KIF3A	0.19398
SRSF7	0.19418
ESAM	0.19418
CRHR1	0.19427
UBB	0.19429
ECE1	0.1943
PCDHB4	0.19435
RRN3	0.19443
CD109	0.19444
FAM89B	0.19449
CDIPT	0.19454
TMEM236	0.19455
RUFY2	0.19457
ARL8A	0.19458
WDR48	0.19463
VPS11	0.19464
CBFA2T3	0.19465
MTMR4	0.19466
PDK4	0.19467
ZC3H3	0.19469
RPS28	0.1947
LUC7L	0.19471
CDHR4	0.19474
GAL3ST4	0.19477
ERCC3	0.1948
NXPH1	0.1948
C1orf43	0.19481
ZMIZ2	0.19491
KRTAP2-4	0.19492
OR10J5	0.19494
AMPD3	0.19503
CAPN8	0.19517
PLIN4	0.19533
SOX21	0.19535
EIF1B	0.19538
FIBP	0.1954
ANP32B	0.19544
COL15A1	0.1955
KLF6	0.19552
ARHGAP25	0.19555
LSAMP	0.19556
ADAMTS7	0.19565
MYO3A	0.19572
LYNX1	0.19576
DCAF10	0.19577
OR4B1	0.19583
RAB5IF	0.19593
CRMP1	0.19596
TSG101	0.19597
KDR	0.196
ANKRD34B	0.196
ASTN2	0.19601
CARD6	0.19606
C2orf71	0.19609
BTG2	0.1961
PQLC3	0.1961
AGO1	0.19611
CWH43	0.19616
BECN1	0.1963
HOXB9	0.19637
ATF3	0.19661
SLC15A2	0.19664
AHR	0.19664
ITIH5	0.19685
USP33	0.19687
DROSHA	0.19689
KIF4B	0.197
OXTR	0.19704
IFI27L1	0.19707
JUP	0.19707
SERP1	0.19727
OR51I2	0.19727
KCNJ13	0.19729
NOC3L	0.1973
TRIM59	0.19739
SLC35B4	0.1975
SLC22A1	0.19752
SMTNL1	0.19754
CNMD	0.19754
WAPL	0.19758
THAP12	0.19764
PPL	0.19764
OTUB2	0.19778
REC8	0.19779
GUCA1C	0.19793
MIER3	0.198
DCK	0.19802
GUCA2B	0.19803
ILK	0.19809
THEGL	0.19812
TCTN2	0.19841
SH3GL1	0.1985
DGKE	0.19861
ORMDL1	0.19881
NBEAL1	0.19883
CATSPERB	0.19883
RSPO2	0.19887
TRIM32	0.1989
MOV10L1	0.1989
TOM1	0.19915
ZFYVE27	0.19918
NUDCD2	0.19919
DCAKD	0.19921
COL5A1	0.19923
PLD4	0.19934
DACT2	0.19936
TRIM35	0.19936
SLC22A12	0.19936
MAML1	0.19947
GNG11	0.19947
HHLA2	0.19957
KIR3DL3	0.19961
RASGRP4	0.19974
EMILIN1	0.19975
COP1	0.19986
RINL	0.19991
C7orf43	0.19996
LRFN3	0.20005
PLK3	0.20007
TNFRSF13C	0.20007
KCNC3	0.20021
KRTAP4-3	0.20022
FERMT2	0.20023
YIF1B	0.20033
LRRN4CL	0.20037
CTCFL	0.2004
FUCA1	0.20052
SIGLEC7	0.20052
DEFA3	0.2006
ZW10	0.20072
WDR70	0.20082
RERGL	0.20084
UGGT1	0.20089
CCR7	0.20094
CCNK	0.20101
MAPK1IP1L	0.20103
HAGH	0.20112
RAP2A	0.20113
MAP3K9	0.2012
EIF2AK4	0.20122
SFTPA1	0.20127
NCLN	0.20132
CLEC4F	0.20133
AKAP9	0.20136
CDKN1C	0.20136
TMEM262	0.20142
TAAR5	0.20144
MFSD14B	0.20148
MEDAG	0.2015
FAM57B	0.20168
DEFB112	0.20183
ZNF646	0.20187
EPGN	0.20188
WFDC10B	0.20188
SCML4	0.20196
EMC10	0.20198
SLC15A3	0.20201
TEX14	0.20212
ZNF346	0.20215
FAM24B	0.20224
DBR1	0.20226
OLR1	0.20227
SLC25A39	0.20239
DYNLRB2	0.20251
PSMB5	0.2027
DDX60	0.20276
EIF5B	0.20282
RABGAP1	0.20283
FAM98B	0.2029
HMCN1	0.20296
EFNA5	0.20306
LPAR1	0.20313
KLRC4	0.20316
NT5C	0.20316
UBXN6	0.2033
FGF4	0.20344
MYO7B	0.20348
TRIT1	0.2035
SLC30A8	0.20354
REP15	0.20358
CALML3	0.20367
IFT74	0.204
TNK2	0.20405
ZNF461	0.20409
LINGO3	0.20414
SPECC1L	0.20421
ACP5	0.20431
OR2AG1	0.20433
ZNF83	0.20437
FGD6	0.20453
C5orf52	0.20462
RFX1	0.20464
CTAGE6	0.20474
CD58	0.20477
RTN1	0.20484
PPFIBP1	0.20485
EMC9	0.20486
TRA2B	0.20487
CCDC86	0.20488
RHBDD2	0.20492
ANAPC11	0.20493
C1orf189	0.20496
KCNH1	0.205
MRPL50	0.20502
CYB5R4	0.20513
SAP30BP	0.20516
KAT6B	0.20525
OCSTAMP	0.20526
PTGR2	0.20535
