GENE	RA
GNRHR	0.12772
GLT8D1	0.12773
WDR60	0.12775
UBQLN3	0.12779
NRSN1	0.12789
SAFB2	0.12793
KCNJ8	0.12795
OR10A7	0.12796
PYCR1	0.128
PRKCI	0.12802
PSMA1	0.12809
TIGD2	0.1281
CALR3	0.12818
CFHR5	0.12821
SULT1A3	0.12826
TRUB2	0.12828
RPP30	0.12828
SHTN1	0.12835
KLRC4	0.12843
FGFR2	0.12856
ZAN	0.12858
MRGPRG	0.1286
DAGLA	0.12863
TSHB	0.1287
TBC1D16	0.12871
LIX1	0.12873
SYCP3	0.12876
PLEKHA8	0.12887
RYR1	0.12887
COL28A1	0.12889
CLLU1OS	0.12895
IFNGR1	0.12898
TEX12	0.12898
PRSS56	0.129
HAUS3	0.12902
GP1BB	0.12906
FOXA3	0.12908
SPATA33	0.12918
HGFAC	0.12919
RIT2	0.12919
ADO	0.12935
FASLG	0.12957
MMP9	0.12957
SNX22	0.12958
CXCL14	0.12959
NOL4L	0.12959
DHCR24	0.12962
DLK1	0.12963
FAM43A	0.12966
GNG5	0.12968
GOLGA8B	0.12971
ZNF619	0.12979
PCBD2	0.12992
PTPN6	0.12993
TAS2R30	0.12997
TRIM3	0.13
VAPB	0.13
DRAXIN	0.13011
FAM234B	0.13011
ABCC11	0.13014
WDR72	0.13022
MPL	0.13033
CFAP43	0.13033
ZNF529	0.13036
NSG1	0.13042
IL16	0.13042
PTPRK	0.13048
GALP	0.1305
LRRC45	0.13052
NSD1	0.13053
TOX2	0.13057
PPP1R3D	0.1306
SLC4A3	0.13061
KIF3C	0.13071
TMPRSS11E	0.13076
HNRNPA3	0.1308
FILIP1	0.13088
CCL18	0.13088
ACOT13	0.13092
FAHD2B	0.13094
MPHOSPH10	0.13095
LCE2A	0.13103
C12orf71	0.13104
TIE1	0.13105
ADORA2A	0.13106
GSE1	0.13109
PDE3B	0.13116
KIAA0319L	0.13117
METTL7A	0.13117
DOK4	0.1312
ANKAR	0.13121
BATF3	0.13122
CATSPER4	0.13128
LATS1	0.13131
PRPF31	0.13133
SFRP4	0.13137
MNAT1	0.13137
GRTP1	0.13142
OR52E8	0.13144
AGO3	0.13145
TMEM219	0.1315
CROCC	0.13185
NEIL3	0.13187
THBS2	0.13189
SLC4A11	0.13191
ZNF622	0.13194
ARIH1	0.13196
TJP2	0.13197
TRIM24	0.13198
SZRD1	0.13199
SLC29A4	0.13201
SNX9	0.13212
SFMBT2	0.13213
GHRHR	0.13217
GPR1	0.1322
TMEM50A	0.13223
TGIF1	0.13226
SOWAHB	0.13232
PROS1	0.13234
PPT1	0.13237
APBA1	0.1324
DMRT2	0.13245
C8orf87	0.13249
ARHGEF10L	0.13253
DNA2	0.13254
ZNF843	0.13254
MED23	0.13266
RPIA	0.1327
LINC02397	0.13274
VIT	0.13287
TP53INP1	0.13288
ZMIZ1	0.13288
SLC9A5	0.13309
SOX11	0.1332
CFHR1	0.13327
IL20RB	0.1333
LMF1	0.13333
PLEKHH3	0.13342
RBMXL1	0.13357
DAGLB	0.1336
KCNT2	0.13368
KATNA1	0.13369
PDCD4	0.13372
RNF34	0.13377
LAMA2	0.13379
AQP12B	0.13395
OR10J5	0.13401
TYW1B	0.13403
OBSL1	0.13413
SYMPK	0.13413
C19orf12	0.13433
LANCL1	0.13443
SNRNP200	0.13455
TGFB1I1	0.13461
PDE12	0.13481
CXCR2	0.13486
PLXDC2	0.1349
ARHGEF19	0.13495
HTR4	0.13496
HBS1L	0.13501
FRS2	0.13503
TSGA10	0.13505
STEAP3	0.13517
PRKAG2	0.13528
ANKRD6	0.1353
OXTR	0.13531
CD34	0.13532
VDAC1	0.13532
RSC1A1	0.13534
AHCYL2	0.13542
MAP2K5	0.13546
XPNPEP3	0.13549
RNASEK-C17orf49	0.13553
IFNA14	0.13554
ZBED6CL	0.13565
SETD9	0.13567
MS4A15	0.13569
ZNF18	0.13573
CTDSPL	0.13574
PP2D1	0.13593
FAAP100	0.13598
MSRB3	0.13603
TAS2R10	0.1362
CD83	0.13621
ZXDC	0.13623
FRMD4A	0.13629
FPR1	0.13645
KAT6A	0.13646
FAM153B	0.13647
BPIFA3	0.13656
RECK	0.1366
RBM12B	0.13663
CYB561D1	0.13665
USP43	0.13669
CHST14	0.1367
PHOSPHO1	0.1367
BIRC6	0.13678
ZNF687	0.13679
E2F8	0.13685
CNGA3	0.13687
CNN3	0.13697
MYOC	0.13707
PABPN1L	0.13716
S100A14	0.13717
INTS8	0.13717
PPP1R8	0.13719
FAM186B	0.13719
MFAP4	0.13722
ERFE	0.13724
ZNF250	0.13724
CPLANE2	0.13729
CATSPERB	0.13729
SMAGP	0.13731
LY96	0.13732
PRDM15	0.13733
STK10	0.1376
H3F3B	0.1376
TCN1	0.13784
CYR61	0.13787
CTAGE15	0.1379
CNTN5	0.13791
LIX1L	0.13793
UBA6	0.13801
SKA2	0.13807
ZNF835	0.13809
CEMIP2	0.1381
PAK1IP1	0.13811
SYF2	0.13813
EPB41L4B	0.13818
AP3S1	0.13823
FAM155A	0.13826
DDX54	0.13828
PRMT1	0.1383
GBP4	0.13831
MZT2A	0.13831
CLVS2	0.13832
C11orf49	0.13834
RFX7	0.13837
SLC48A1	0.13842
C1QL4	0.13843
PLXNB2	0.13846
CHTOP	0.13858
ADAMTS5	0.13865
PARP15	0.1387
STH	0.1387
FOCAD	0.13873
SPNS2	0.13874
ACBD6	0.13881
COL1A2	0.13886
NCSTN	0.1389
EVA1A	0.13891
TAS2R1	0.13902
DMXL1	0.13904
TRPC4	0.13904
CIRBP	0.13907
EXOG	0.13908
DNM1	0.13925
PF4V1	0.13941
DNAL4	0.13941
CALHM2	0.13944
ECI1	0.13949
TEDC1	0.13963
LAMTOR3	0.13974
PRB4	0.13979
CCL20	0.13986
ELOVL1	0.13987
IL18	0.1399
AKAIN1	0.1399
SPEM2	0.13992
PRDM4	0.13996
ENTPD3	0.13997
TMEFF2	0.13999
IQCF3	0.14003
TTI1	0.14003
TIA1	0.14007
FMN2	0.14021
ABCA2	0.14025
PRDX2	0.14033
MED29	0.14035
ADAM7	0.14045
MOV10L1	0.14046
TUT1	0.14047
SYT5	0.14049
SLC34A1	0.14054
DERA	0.14061
LUC7L	0.14061
TMEM89	0.14068
POMGNT1	0.14072
ZCWPW1	0.14077
OR52W1	0.14083
C3AR1	0.14088
ZNF512B	0.14088
TMEM254	0.14089
DDX46	0.14091
ARFGAP2	0.14091
MRPL9	0.14095
TMEM160	0.14095
ATF5	0.14095
ST7L	0.14096
HOXA7	0.14103
THEGL	0.14104
COQ4	0.14104
TAS2R60	0.14105
AGMO	0.14108
TPBGL	0.14111
CCL25	0.14111
CYP24A1	0.14116
CTAGE6	0.14123
ATP5F1C	0.14126
PYGO2	0.1413
RBMS2	0.14133
SIRT5	0.14134
SCAMP1	0.14136
SNX14	0.14139
STRA8	0.14145
ZNF138	0.1415
ISPD	0.14151
FDCSP	0.14155
HORMAD1	0.14158
LIPK	0.14158
FOSL2	0.14159
CACHD1	0.1416
STXBP5L	0.1416
ATMIN	0.1416
RCC1L	0.14164
RBPJ	0.14165
SIPA1L3	0.14166
FAM90A1	0.1418
CTNNA2	0.14189
SS18L1	0.1419
LPXN	0.142
PURB	0.14206
CUEDC1	0.14207
GPIHBP1	0.14208
BSPH1	0.14215
EFNA1	0.14218
PAWR	0.14222
SPATA7	0.14236
ALG14	0.14243
NDUFS2	0.14262
ERP27	0.14262
CXCL16	0.14264
TRIO	0.14267
TNK2	0.14274
ADGRE5	0.14274
KIF4B	0.14279
BLMH	0.14286
CHI3L1	0.14287
AATK	0.14287
GRXCR1	0.14294
VEZF1	0.14301
PARP10	0.14307
MYOT	0.14308
FAM167B	0.14311
CDK10	0.14312
RDH10	0.14315
LCNL1	0.14316
TNFSF15	0.1432
DGKE	0.14322
CHAC2	0.14326
SCN1B	0.14331
IFI30	0.14343
FSIP1	0.14345
COQ6	0.14348
OR5H14	0.14362
SH3GL1	0.14365
UGT3A2	0.14371
IFI44	0.14373
PDIA4	0.14377
SCN2B	0.14378
POC1A	0.14382
LUZP1	0.14384
RAB39A	0.14394
SEC24A	0.14404
AGPAT3	0.14409
TREM2	0.14412
AGBL3	0.14414
TCL1A	0.14419
PTCRA	0.14421
TRPV3	0.14422
ST8SIA6	0.14433
GPN2	0.14445
EMC9	0.1446
C3orf58	0.14463
FOXR1	0.14463
IGSF22	0.14469
TRIM59	0.1447
UTP6	0.14471
ASPG	0.14476
FGF14	0.14481
PSME4	0.14483
NPLOC4	0.1449
H1FOO	0.14491
ZFP64	0.14497
GTPBP1	0.14502
XYLB	0.14515
MGAT4C	0.14516
CAPN12	0.1452
BAX	0.14524
IZUMO1R	0.14527
OR5H1	0.1453
C1orf43	0.14532
GAST	0.14534
ABL1	0.14537
NT5E	0.14557
MS4A6E	0.14568
HDHD5	0.14571
PHF20L1	0.14574
PPA1	0.14576
PARVA	0.14578
ADGRA3	0.14579
CEP250	0.14579
SLITRK5	0.14581
WFDC10B	0.14583
FBXO8	0.14591
NETO1	0.14595
PQLC2	0.14613
ARL4C	0.14613
ECEL1	0.14616
UBE2K	0.14622
RAPGEF2	0.14634
SCAPER	0.14643
ARL5A	0.14645
ESPNL	0.14653
KCNK18	0.14656
MSH2	0.14669
AHCY	0.14672
TMEM63A	0.14678
RSPH1	0.14681
HMBS	0.14691
BLVRA	0.14697
KCNE3	0.14697
CAVIN1	0.14702
AGPAT5	0.14705
GOLGA6A	0.14705
SPATA18	0.1471
TECPR2	0.14711
IGHA2	0.14712
SERPING1	0.14716
EHBP1L1	0.14727
CDK5R1	0.14733
LTBP2	0.14735
MLH1	0.14745
ACVR1	0.14746
ORMDL2	0.1475
SLC2A12	0.14754
CLEC18C	0.14757
PWP2	0.14761
DDX24	0.14764
LRRC4	0.14767
NOP14	0.14768
TMEM70	0.14796
GRINA	0.14797
OR1S1	0.14797
FLNC	0.14799
NARFL	0.14799
DDB2	0.148
PRDM14	0.14843
SURF1	0.14846
SDR42E1	0.14851
ATG9B	0.14852
ENHO	0.14852
TMIGD2	0.14855
FAM210A	0.14857
ZFP36	0.14867
SLFN12	0.14869
CCNG2	0.14872
GYPC	0.14886
CALCOCO2	0.1489
CLSTN2	0.14896
COLQ	0.14903
RALGPS2	0.14905
EIF1B	0.14905
HMG20B	0.1491
ARL6IP4	0.14917
ATP6V1G1	0.14918
GPR161	0.1492
ZNF443	0.1492
ANAPC15	0.14923
C20orf197	0.14927
BANF1	0.14928
KRTAP1-4	0.14934
PITPNC1	0.14935
ZNF586	0.14948
ITGB7	0.14961
DCBLD2	0.14964
AGR3	0.14964
GSTM1	0.14968
DESI2	0.14968
CAPN1	0.1497
SLC2A3	0.1497
RFX1	0.14971
PLA2G4E	0.14979
RIPOR3	0.14989
ARL2	0.15
SH3GLB1	0.15008
ZMIZ2	0.15012
ALG8	0.15014
RAB42	0.15022
CDK15	0.15024
C15orf61	0.15026
SEC23B	0.15029
PUM1	0.15035
TIMM10	0.15048
FKBP9	0.15051
SNRPA1	0.15054
NFATC3	0.15054
ZNF23	0.15058
SLFN14	0.15064
HBP1	0.1508
CPVL	0.15088
UVRAG	0.15089
C1QTNF7	0.15092
EPN2	0.15092
MRPS28	0.15102
SIMC1	0.15113
FAM171A2	0.15116
CCDC159	0.15122
RNF169	0.15134
DGLUCY	0.15149
ZNHIT3	0.15153
SGSM2	0.15172
CLPTM1	0.15174
PROK2	0.15175
CIDEA	0.15183
NEK4	0.15193
TIFA	0.15193
CALCB	0.15196
CPSF3	0.15197
ATPAF1	0.15198
POLR3GL	0.152
RNF122	0.15201
TCTA	0.15207
HTR3A	0.15211
SLC1A7	0.15214
UQCR10	0.15215
TMEM135	0.15221
KANK3	0.15224
TAS2R39	0.1523
WIPF3	0.15239
C1orf229	0.15242
SLA2	0.15242
BEND3	0.15253
LILRA6	0.15259
HPSE	0.1526
BDKRB1	0.1527
SOX18	0.1527
RAD23A	0.1528
SCEL	0.15282
CCDC150	0.15295
IRF2BPL	0.15305
GSTZ1	0.1531
HOXB9	0.15313
CCDC126	0.15335
SLC34A2	0.15336
IL17C	0.15342
PACSIN3	0.15347
ZNF70	0.15352
KCNH4	0.15354
LILRA1	0.1536
CYP39A1	0.15362
UGGT2	0.15368
CCDC74B	0.15373
KAT8	0.15376
ZNF777	0.15398
NUP155	0.15401
C5orf52	0.15406
TMEM141	0.15406
ATP5S	0.15406
GNAZ	0.15406
BBIP1	0.15414
COL18A1	0.15414
CLEC2L	0.15427
GUSB	0.15434
KCNJ11	0.15435
LMNTD2	0.15437
IFIH1	0.15441
EBF2	0.15441
CARD18	0.15441
HUS1	0.15442
UFD1	0.15446
KIAA1841	0.15449
ZNF346	0.1545
THRA	0.1545
WDR83OS	0.15454
ARHGEF37	0.15459
CENPBD1	0.1546
CTU2	0.15464
KBTBD3	0.15474
IDH3A	0.15487
SSX2IP	0.15504
GALNT1	0.15513
SYCE2	0.15514
METTL22	0.15527
STAB1	0.15528
FAM136A	0.15559
VPREB3	0.15563
CD1E	0.15586
TLDC2	0.15586
FAM71F1	0.15589
CDCA8	0.15595
NCK1	0.15619
LRRC63	0.15619
CCDC107	0.15628
STX4	0.15629
MAPT	0.15631
MEIOC	0.15636
PIFO	0.15638
MIOX	0.1564
RRAD	0.15644
THAP12	0.15646
HOXD11	0.15664
C1orf189	0.1567
ANKMY2	0.15673
ARHGEF12	0.15678
ESAM	0.15681
GNS	0.15694
FOXC1	0.15697
FAM161B	0.15706
BNIP2	0.15706
SLC35B4	0.15708
BATF	0.15709
KRT7	0.15712
EDIL3	0.15713
TMEM199	0.15725
NME5	0.15728
BOLA3	0.15733
C14orf180	0.15751
RAB27B	0.15751
SEC11C	0.15756
SCGB1A1	0.15764
ZNF469	0.15767
ZNF680	0.15791
MANSC4	0.15809
C17orf112	0.1581
SCGB3A1	0.15822
HIPK3	0.15823
DACT2	0.15839
JMY	0.15841
TM4SF5	0.15851
DNAAF3	0.15861
SPRR3	0.15866
CYTL1	0.15866
BNIP1	0.15883
NAV3	0.15905
KCNC3	0.15918
LCE1D	0.15921
ELF1	0.15927
MS4A13	0.15936
EFCAB8	0.15937
IFNL3	0.15938
LLGL2	0.15941
ITIH5	0.15943
KRTAP5-3	0.15947
IL10	0.15948
NCKAP1L	0.15954
AMT	0.1596
ZNF107	0.15964
KATNAL1	0.1597
DCXR	0.15971
SMTNL2	0.15975
XKR5	0.15979
RNF114	0.15983
GRID2IP	0.15986
AGO1	0.15987
DNAAF4	0.15989
DDX17	0.1599
PLGLB1	0.15998
OR8B2	0.15999
LINS1	0.16003
CD300C	0.16012
ITSN1	0.16012
NUDT4	0.16017
BORCS7	0.16025
STYK1	0.16035
SMYD1	0.16041
CD48	0.16059
ZNF276	0.16062
C5orf66	0.16068
CCL19	0.16068
CSKMT	0.16068
NEFL	0.16075
TMEM59L	0.16079
C1orf141	0.1608
TUBA3D	0.16085
NT5C2	0.16085
RFNG	0.16085
ITM2B	0.1609
KCNJ16	0.1609
SSFA2	0.161
DEFB119	0.16101
STXBP4	0.16102
CACNG8	0.16103
CYP4F2	0.16107
ABCG1	0.16108
ART5	0.16112
FBXO47	0.16115
CDKN1B	0.16119
KCNE4	0.16123
RPS11	0.16123
B3GALNT1	0.16124
NCKAP5L	0.16135
TMEM179	0.16136
PDZK1IP1	0.16141
PRKCD	0.16144
PSMC1	0.16145
NAV1	0.16154
IPMK	0.16161
SSRP1	0.16167
SLC7A1	0.16167
ADGRL2	0.16204
GTF2H3	0.16208
AMER2	0.16214
PTPDC1	0.1624
YIPF3	0.16245
LRRTM3	0.16247
RNF149	0.1625
RPL26	0.16258
ZNF304	0.16258
ANP32B	0.16261
MPPED2	0.16261
YJU2	0.16262
COPG1	0.16265
ZNF467	0.1627
SMARCA5	0.16271
PET117	0.16275
LRP11	0.16278
RAG2	0.16299
RSAD1	0.16301
LRFN3	0.16316
RCOR1	0.16319
NPHP1	0.16323
WDFY2	0.16336
DNALI1	0.16341
EDNRB	0.16354
MLEC	0.16364
KLHL33	0.16368
LRRC47	0.16373
CCDC153	0.16379
EEF2	0.16388
IFNLR1	0.16396
NFIX	0.16405
PGBD2	0.16406
ZNF382	0.1641
TTLL12	0.16414
KDM4A	0.16416
MAGEL2	0.16421
ILK	0.16422
TUBG2	0.16423
KLHL30	0.16427
EPC1	0.16429
ESS2	0.1643
ITPRIPL1	0.16436
FAM98A	0.16437
GH2	0.16439
TMED1	0.16463
PCIF1	0.16469
SGTA	0.16473
COL7A1	0.16475
IFNA7	0.16477
MYBL1	0.16486
CACNG5	0.16496
LINGO1	0.16502
MED18	0.16503
APH1A	0.16505
BHLHE41	0.16505
WASHC4	0.16505
PSTK	0.16508
ADAMTSL4	0.16511
LYPD1	0.16513
TAL2	0.16517
CFAP157	0.16517
SKIDA1	0.16537
C2orf50	0.16539
COPS7A	0.16549
MAP3K1	0.1655
DROSHA	0.16551
CXCR5	0.16552
ZNF830	0.16559
EQTN	0.16566
DUSP2	0.16568
TRPV5	0.16569
CLASP2	0.16577
ROM1	0.16584
PPP1R14C	0.16585
SDR16C5	0.16589
CNMD	0.16602
EEF1D	0.16603
ACTR3B	0.16609
ERICH6	0.1661
CAPZB	0.1662
SLC6A13	0.16622
EEF2KMT	0.16629
COPRS	0.1663
MYO15A	0.16637
RYK	0.16648
CLDND1	0.16649
MAP3K9	0.16669
TFAP2E	0.16675
PPP3R1	0.16677
RGS20	0.16689
PBRM1	0.16694
GPR75	0.16698
DPPA5	0.16698
RNLS	0.16713
PPP1R3G	0.16717
DEPDC7	0.1672
OR5AN1	0.1672
SUPT4H1	0.16728
EPHA2	0.16737
AUNIP	0.16738
RHNO1	0.16746
ADA2	0.16746
SNF8	0.16749
FDPS	0.16755
CHKA	0.1676
OR1A1	0.16761
CAPZA1	0.16763
IMPDH2	0.16764
NUPR2	0.16767
FAM98B	0.16773
CCL7	0.16775
SLC12A1	0.16777
CYB5R4	0.16787
RRN3	0.16791
PIK3CA	0.16797
PTCD2	0.16799
CNOT6L	0.16802
CCKAR	0.16811
MRPS14	0.16818
SETSIP	0.16823
SLMAP	0.16825
OR7G1	0.16825
PDS5B	0.16835
KCTD14	0.16839
UGGT1	0.16845
ENO4	0.16848
RPS6	0.1685
LYZL4	0.16856
PCDHAC2	0.16857
AMFR	0.16869
C20orf96	0.1687
CCNE2	0.16883
ADAP2	0.16887
TEKT2	0.16893
ABCA10	0.16893
SNRK	0.16895
WFDC11	0.16896
MASP1	0.16909
POTEE	0.16913
CXXC4	0.16918
ASNSD1	0.16924
HIVEP1	0.16926
CPM	0.16926
HSD17B6	0.16932
ZNF334	0.16942
UBXN6	0.16946
HES2	0.1695
KCNN2	0.16953
THSD1	0.16955
SRSF6	0.16955
ABCD3	0.16956
SULT1E1	0.16963
DNAJB14	0.16965
DENR	0.16974
PRR18	0.16983
CTTN	0.16984
NRG4	0.16999
GUCA1C	0.17003
MAP3K7CL	0.17005
C2orf54	0.1701
ZNF587	0.17012
INTS2	0.17017
GTF2F1	0.17024
MAZ	0.17027
HSD3B7	0.1703
THAP9	0.1704
OCIAD2	0.17045
VAX1	0.17049
KRTAP12-1	0.17049
CWH43	0.1705
ITGB6	0.17052
CHST15	0.17059
MAMDC4	0.17064
TTC7B	0.17069
UTP15	0.17087
LILRA2	0.17095
ZNF148	0.17099
PLD5	0.17109
SDR39U1	0.17115
IL17D	0.17133
ZNF703	0.1714
SRP68	0.17152
SUSD4	0.17163
OR2M3	0.17167
IRF3	0.17168
SPRY1	0.17171
ULBP1	0.17172
DEFA1B	0.1719
FBXO44	0.17213
CLDN24	0.17226
PTBP2	0.17232
COPS7B	0.17235
DDX28	0.17238
ERGIC1	0.1724
STX1B	0.17253
TEX29	0.17255
MEF2C	0.17259
CHRNA4	0.17263
WDR20	0.1727
EPPIN-WFDC6	0.17274
GREM1	0.17278
NRG2	0.17284
ETV6	0.17284
TMEM39A	0.17288
IFNE	0.17294
STAM	0.17298
RGL3	0.17317
DPP8	0.17319
CNTFR	0.17323
GLE1	0.17327
TMPRSS6	0.17352
RAPH1	0.1737
CSF3	0.17371
TOMM40L	0.17377
ACOX3	0.17385
MAP3K2	0.17393
BHLHA15	0.17393
ACADS	0.17393
BPIFA2	0.17394
WDR66	0.17405
RNASEK	0.17405
DIRC1	0.1742
TMEM233	0.17423
NR2C2AP	0.17425
BID	0.17425
COL4A2	0.17431
ZFYVE26	0.17432
HACD3	0.17433
PPFIA3	0.17434
C14orf28	0.17435
CHAF1A	0.17437
RAB17	0.17448
MCM2	0.17452
VGLL2	0.17456
ANKRD30A	0.17469
SATB1	0.17478
LRIT1	0.17492
AREG	0.17494
MAGI2	0.17515
CCDC182	0.17517
RPL10A	0.1753
TBC1D2B	0.17536
CYREN	0.17537
CAPN8	0.1754
KHK	0.17549
ORMDL1	0.1756
AVPR1B	0.17565
SCRIB	0.17565
C17orf51	0.17571
TEX10	0.17572
UGCG	0.17572
TMC3	0.17581
CHST1	0.17587
AGL	0.17595
KY	0.17599
WDR48	0.17603
OGFOD3	0.17603
ST3GAL2	0.17609
LATS2	0.1763
LRRC74B	0.17632
TBXAS1	0.17641
INHBB	0.17643
MEOX2	0.17663
SLC25A39	0.17664
MUC5B	0.17669
ATXN7L2	0.17676
DCN	0.17679
ABCA4	0.17697
WNK1	0.1771
CYP1B1	0.17715
SERPINF1	0.17716
ERLIN2	0.1772
ANXA2	0.17721
FAM169A	0.17734
PRPF38A	0.17736
SRP14	0.17738
IRF6	0.17741
OR51E1	0.17741
NQO2	0.17748
ZAR1L	0.17752
CCDC185	0.17767
SYNPO2L	0.17767
OR6N2	0.17771
CDC42	0.17773
TTLL1	0.17775
XRCC6	0.17791
FGF8	0.17792
NUPL2	0.17795
CD63	0.17797
NR0B2	0.17806
TSPAN2	0.17811
FGF11	0.17817
CLCA4	0.17819
DCAF6	0.17824
AQP9	0.17824
ACOT7	0.17828
TAF10	0.1784
FAM57B	0.1784
NR3C2	0.17841
PLPPR4	0.17844
ASB8	0.17845
BLOC1S4	0.17846
IFIT5	0.17853
MYCL	0.17855
CTNND2	0.17862
PSMC6	0.17875
EXOSC2	0.17885
ERCC3	0.17888
REV3L	0.17908
DCLK1	0.17911
PSMC3	0.17914
OR2M7	0.17922
FGF9	0.17926
PHYHIPL	0.17935
CXCL1	0.17942
PYCR3	0.1795
SH2D3A	0.17964
EVX1	0.1797
ABTB1	0.17977
GCNT4	0.17987
AGBL4	0.17991
CASR	0.17998
UQCC3	0.17999
PTGR2	0.18018
SEPT4	0.18022
PSMC4	0.18022
LYRM7	0.18026
LDHB	0.18035
CNPY3	0.18048
LARP4	0.18048
FRRS1	0.1805
RPS19BP1	0.18051
CARHSP1	0.1806
HMGN1	0.1806
ZFYVE9	0.18064
OXT	0.18091
VSTM2L	0.181
SOX17	0.18122
TJP1	0.18123
TMEM161A	0.18131
ZNF169	0.18135
EDEM2	0.18148
DGKA	0.18166
COL8A1	0.18168
NPAS2	0.18172
GINM1	0.1818
TFPT	0.1818
GP5	0.18189
TMEM107	0.18192
VTI1A	0.18207
PLAC4	0.18208
ZNF683	0.18211
C11orf24	0.18211
SPATA24	0.18217
NBEAL1	0.18223
LRR1	0.18224
RBM47	0.18235
RNF175	0.18236
HS6ST3	0.18239
ZNF623	0.18241
COL10A1	0.18273
HIRA	0.18273
FEZF1	0.18277
RPL37	0.18279
HYOU1	0.18283
MAP6D1	0.18287
MAEA	0.18292
KRT25	0.18296
CRYGN	0.18309
KCNE2	0.18309
VMP1	0.18313
MEPCE	0.18314
GNMT	0.18322
EIF4G1	0.18323
ADAP1	0.18326
MTMR10	0.18329
WNT2	0.18333
ZNF215	0.18339
C1orf195	0.18342
RPTN	0.18346
MEI4	0.18348
TENM1	0.1835
FERMT2	0.18351
C4BPA	0.18355
GABARAPL1	0.1836
SNPH	0.18371
PLAC9	0.18378
STOM	0.18389
CAMTA1	0.1839
ATP5F1D	0.18392
PMM1	0.18397
RHOG	0.18402
GAL3ST4	0.18417
ZNF705E	0.18426
NUCKS1	0.18433
PDCD2	0.18454
FPR3	0.18462
FRMD6	0.18466
APOC3	0.18468
CST9	0.18493
PSMD3	0.18501
ASTN2	0.18502
HOOK2	0.18506
GPR21	0.18515
KIAA1551	0.18517
GLRX	0.1852
GOLGA6C	0.1852
ACKR4	0.18523
NYAP1	0.18526
MTHFD2	0.18529
NEURL2	0.1853
AKR7A3	0.18532
CTSA	0.18542
ANXA6	0.18544
RTN1	0.18545
NTS	0.18548
CDYL	0.18559
GRK4	0.18563
SLAMF8	0.18564
TRDMT1	0.18573
EPHB4	0.18576
IL11	0.18579
QTRT1	0.1858
TMEM45A	0.18582
TMEM40	0.18584
TEFM	0.18592
S100A13	0.18598
GP6	0.18604
OLIG1	0.18607
ARL14	0.18609
WFDC9	0.18621
SEPT5	0.18627
SRGAP2	0.18639
ITGB5	0.1864
ATXN7	0.18643
SUN1	0.1865
IL21R	0.18652
STAT2	0.18656
EXOSC9	0.18661
KLK15	0.18665
RSRP1	0.18671
NSA2	0.18675
UTP4	0.18681
RPL21	0.18706
TTC30B	0.18709
PRDM12	0.18717
MORN2	0.18729
ELOA	0.18734
SZT2	0.1874
WRAP73	0.18744
SRSF1	0.18749
SAMD13	0.18754
SLC39A2	0.18763
ZNF668	0.18767
RPAIN	0.18768
KLHL26	0.18768
C2orf88	0.18775
COG8	0.18784
GRAMD4	0.18792
VSTM2A	0.18793
KIAA1217	0.18802
UGT3A1	0.18806
FARS2	0.18807
EPOR	0.18807
ZNF726	0.18813
UVSSA	0.18814
CRYGA	0.18815
TCTEX1D4	0.18843
GNL3	0.18863
COX4I2	0.18872
DIS3L	0.18876
ONECUT3	0.18888
DCP1A	0.18897
RCBTB1	0.18902
OR2AG1	0.18922
FBXO22	0.18929
NDUFC2-KCTD14	0.1895
PCYT2	0.1895
PSMB5	0.18957
TRIM32	0.18961
FRMD4B	0.18962
PTPRJ	0.18972
KIAA0513	0.18981
OR10H4	0.18982
ZCCHC14	0.18989
COA7	0.18992
ADAMTS14	0.18998
RDX	0.19002
PSAT1	0.19006
LBHD1	0.19007
FREM1	0.19018
PIH1D1	0.19018
AS3MT	0.19022
ZNF461	0.19024
CKAP5	0.19034
LSG1	0.19043
LHFPL2	0.19049
SPIB	0.19049
SLC25A13	0.19056
STMN1	0.19063
DNAH9	0.19063
KLF7	0.19067
AFM	0.19068
CASKIN1	0.19074
LYPLAL1	0.19077
BTF3L4	0.19083
RPS3	0.19086
CCT6A	0.1909
TMEM161B	0.19105
ELF5	0.1911
RANBP3	0.19112
TAAR6	0.19128
THG1L	0.19129
MAFF	0.19138
UNC5D	0.19145
ACO2	0.19155
PTGIS	0.19158
CFAP53	0.19159
WFDC5	0.19159
CHST12	0.1916
ASB10	0.19178
HAND1	0.19179
KCNG1	0.19203
LRRC38	0.19209
TRIT1	0.19213
SBSN	0.19214
LIN28B	0.19223
TMEM236	0.19228
MYL3	0.19232
PPFIBP1	0.19234
TLX1	0.19246
SRARP	0.1925
PRMT6	0.19252
FAM110D	0.19268
NTN3	0.1927
ZNHIT2	0.19274
CD58	0.19275
NR1D2	0.19276
EPHA6	0.19289
TFF1	0.19296
AMY1C	0.19309
MT1X	0.19317
UQCRFS1	0.19318
WWC2	0.19322
CFTR	0.19322
WFDC6	0.19324
SNU13	0.19325
GTF3C1	0.19339
RABIF	0.19349
SNX24	0.19351
ZNF596	0.19352
SHLD1	0.19354
MAN2B1	0.19362
TRAF3	0.19363
PGRMC2	0.19375
ZBTB2	0.19375
GGT5	0.19378
LMLN	0.1938
MED10	0.19387
PSME3	0.19387
ECE1	0.19391
EIF5B	0.19392
CATIP	0.19396
HIKESHI	0.19396
H2AFV	0.194
TXNDC15	0.19402
DIS3	0.19406
